OTU,Domain,Clade1,Class,Order,Family,Genus,Species,WTU.domain,WTU.clade1,WTU.class,WTU.order,WTU.family,WTU.genus,WTU.species
OTU5892,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia deltoidea,2,4,5,10,13,75,166
OTU11449,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU8686,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU9377,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Zaluzania,Zaluzania megacephala,2,4,5,10,13,119,253
OTU10757,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU11073,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU681,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1344,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU2687,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU519,NA,NA,NA,NA,NA,NA,Cloning vector pOmni,4,7,8,39,74,272,685
OTU904,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU932,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces succiniciruminis,1,1,1,1,1,1,1
OTU613,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU883,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2010,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU464,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1880,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU784,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU530,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU845,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2451,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU8091,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Iva,Iva xanthiifolia,2,4,5,10,13,95,209
OTU1259,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2163,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Iva,Iva xanthiifolia,2,4,5,10,13,95,209
OTU1007,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia halimifolia,2,4,5,10,13,85,183
OTU3004,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2949,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU435,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia halimifolia,2,4,5,10,13,85,183
OTU7078,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1111,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU715,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1125,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1224,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU3233,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2192,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU4711,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU3358,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU6064,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU2523,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1182,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU3544,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1751,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU2766,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU386,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1104,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1724,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1960,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU3940,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU724,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2266,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2365,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5135,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1256,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1219,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU14665,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU693,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1357,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU15358,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU10760,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU7257,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU7032,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2411,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU905,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2356,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU21055,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU4704,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Iostephane,Iostephane madrensis,2,4,5,10,13,93,205
OTU3974,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU20381,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2613,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU3999,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1417,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU4707,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2097,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2998,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU13879,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5317,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1720,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU7187,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU17091,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU6241,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Alvordia,Alvordia glomerata,2,4,5,10,13,74,163
OTU346,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU8479,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU7324,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU9895,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU11103,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU4522,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU5129,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU4404,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU5824,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU12506,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU19203,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU17166,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Iostephane,Iostephane madrensis,2,4,5,10,13,93,205
OTU7050,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU23445,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU19618,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU5425,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU20887,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU23394,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU8903,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU6556,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU16889,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU3508,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Iva,Iva xanthiifolia,2,4,5,10,13,95,209
OTU11994,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU22088,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia deltoidea,2,4,5,10,13,75,166
OTU11861,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Davilanthus,Davilanthus sericeus,2,4,5,10,13,83,180
OTU18934,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU17093,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU20962,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Viguiera,Viguiera excelsa,2,4,5,10,13,116,243
OTU15389,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU7725,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU15409,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU20099,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU17926,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU17314,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU15549,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia farinosa,2,4,5,10,13,85,182
OTU19982,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU7783,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU23728,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU18259,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU19246,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU18324,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU12593,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU19683,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU866,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1373,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU6260,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1606,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU3485,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU7710,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2689,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1458,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2143,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU930,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU453,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria subumbellata,2,4,5,12,18,136,304
OTU6883,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU858,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1250,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2200,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1848,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU3453,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU3465,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2620,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4536,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1044,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas tolaasii,1,3,3,3,3,3,3
OTU1943,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU3106,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU3410,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1065,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1531,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas tolaasii,1,3,3,3,3,3,3
OTU3578,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU9342,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1264,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU7880,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU956,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1319,NA,NA,NA,NA,NA,NA,synthetic construct,4,7,8,39,74,272,686
OTU2406,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2597,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia halimifolia,2,4,5,10,13,85,183
OTU1618,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU671,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4867,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1075,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1183,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2151,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU919,NA,NA,NA,NA,NA,NA,synthetic construct,4,7,8,39,74,272,686
OTU689,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1496,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU691,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1530,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces succiniciruminis,1,1,1,1,1,1,1
OTU5068,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1683,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1547,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU732,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1082,NA,NA,NA,NA,NA,NA,synthetic construct,4,7,8,39,74,272,686
OTU6860,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2080,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4672,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia deltoidea,2,4,5,10,13,75,166
OTU10746,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU11151,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1859,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU915,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4823,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1024,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2652,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2945,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2536,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU977,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4918,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1986,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5136,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2971,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1912,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4217,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU4337,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU5036,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10467,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU943,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU2753,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2491,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10152,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1616,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU918,NA,NA,NA,NA,NA,NA,synthetic construct,4,7,8,39,74,272,686
OTU3946,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU3534,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1038,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5709,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU8318,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU5520,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU673,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU23593,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1666,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
