"OTU.ID","Sample","Reads"
"OTU785","S008837",1
"OTU1","S008837",928
"OTU343","S008837",36
"OTU445","S008837",7
"OTU20","S008837",82
"OTU149","S008837",6
"OTU475","S008837",13
"OTU443","S008837",3
"OTU406","S008837",2
"OTU358","S008837",2
"OTU438","S008837",3
"OTU241","S008837",2
"OTU4","S008836",9
"OTU9","S008836",40
"OTU43","S008836",14
"OTU28","S008836",64
"OTU22","S008836",11
"OTU69","S008836",544
"OTU135","S008836",572
"OTU756","S008836",31
"OTU98","S008836",535
"OTU77","S008836",4
"OTU125","S008836",153
"OTU297","S008836",3
"OTU281","S008836",1
"OTU497","S008836",1
"OTU366","S008836",1
"OTU200","S008836",169
"OTU671","S008836",2
"OTU446","S008836",1
"OTU434","S008836",2
"OTU405","S008836",3
"OTU556","S008836",2
"OTU465","S008836",2
"OTU532","S008836",1
"OTU689","S008836",44
"OTU910","S008836",2
"OTU523","S008836",1
"OTU145","S008836",6
"OTU770","S008836",2
"OTU797","S008836",5
"OTU323","S008836",5
"OTU707","S008836",1
"OTU684","S008836",5
"OTU616","S008836",4
"OTU538","S008836",2
"OTU667","S008836",3
"OTU1","S008836",831
"OTU174","S008836",43
"OTU781","S008836",42
"OTU531","S008836",3
"OTU343","S008836",5
"OTU199","S008836",2
"OTU352","S008836",31
"OTU2","S008836",80
"OTU14","S008836",41
"OTU367","S008836",2
"OTU115","S008836",2
"OTU863","S008836",1
"OTU750","S008836",1
"OTU884","S008836",1
"OTU33","S008835",2
"OTU28","S008835",24
"OTU22","S008835",2
"OTU297","S008835",5
"OTU281","S008835",2
"OTU497","S008835",2
"OTU366","S008835",2
"OTU420","S008835",2
"OTU632","S008835",1
"OTU671","S008835",2
"OTU361","S008835",2
"OTU434","S008835",1
"OTU405","S008835",1
"OTU556","S008835",2
"OTU417","S008835",1
"OTU380","S008835",1
"OTU523","S008835",1
"OTU192","S008835",3
"OTU609","S008835",1
"OTU1","S008835",1591
"OTU174","S008835",1
"OTU531","S008835",7
"OTU343","S008835",2
"OTU199","S008835",5
"OTU259","S008835",18
"OTU698","S008835",1
"OTU2","S008835",1089
"OTU12","S008835",10
"OTU58","S008835",87
"OTU458","S008835",1
"OTU481","S008835",57
"OTU295","S008835",1
"OTU367","S008835",16
"OTU115","S008835",26
"OTU672","S008835",19
"OTU78","S008835",2
"OTU456","S008835",1
"OTU331","S008835",2
"OTU210","S008835",2
"OTU824","S008835",1
"OTU326","S008835",2
"OTU376","S008835",2
"OTU310","S008835",3
"OTU691","S008835",1
"OTU722","S008835",2
"OTU419","S008835",2
"OTU7","S008834",1
"OTU69","S008834",1
"OTU297","S008834",1
"OTU281","S008834",1
"OTU497","S008834",1
"OTU632","S008834",2
"OTU424","S008834",1
"OTU446","S008834",2
"OTU405","S008834",1
"OTU551","S008834",1
"OTU523","S008834",1
"OTU1","S008834",583
"OTU531","S008834",1
"OTU343","S008834",2
"OTU33","S008827",1657
"OTU43","S008827",431
"OTU297","S008827",2
"OTU281","S008827",2
"OTU497","S008827",1
"OTU420","S008827",1
"OTU339","S008827",1
"OTU632","S008827",1
"OTU424","S008827",1
"OTU671","S008827",2
"OTU361","S008827",1
"OTU446","S008827",4
"OTU434","S008827",1
"OTU556","S008827",3
"OTU305","S008827",3
"OTU417","S008827",1
"OTU551","S008827",1
"OTU465","S008827",1
"OTU532","S008827",1
"OTU910","S008827",1
"OTU342","S008827",2
"OTU391","S008827",15
"OTU1","S008827",2981
"OTU101","S008827",3
"OTU174","S008827",14
"OTU781","S008827",13
"OTU531","S008827",2
"OTU199","S008827",4
"OTU6","S008827",201
"OTU259","S008827",9
"OTU352","S008827",8
"OTU634","S008827",6
"OTU16","S008826",153
"OTU33","S008826",145
"OTU43","S008826",2
"OTU28","S008826",1504
"OTU297","S008826",1
"OTU281","S008826",2
"OTU497","S008826",2
"OTU366","S008826",3
"OTU420","S008826",1
"OTU339","S008826",1
"OTU632","S008826",3
"OTU424","S008826",4
"OTU671","S008826",2
"OTU361","S008826",4
"OTU434","S008826",2
"OTU556","S008826",4
"OTU122","S008826",109
"OTU305","S008826",1
"OTU417","S008826",1
"OTU551","S008826",3
"OTU380","S008826",2
"OTU532","S008826",1
"OTU910","S008826",1
"OTU342","S008826",17
"OTU433","S008826",2
"OTU1","S008826",2327
"OTU174","S008826",2
"OTU531","S008826",8
"OTU343","S008826",1
"OTU199","S008826",2
"OTU6","S008826",13
"OTU352","S008826",9
"OTU2","S008826",31
"OTU824","S008826",2
"OTU453","S008826",1
"OTU884","S008826",2
"OTU10","S008825",1
"OTU16","S008825",5
"OTU43","S008825",3
"OTU28","S008825",1
"OTU297","S008825",1
"OTU281","S008825",3
"OTU497","S008825",6
"OTU366","S008825",1
"OTU339","S008825",1
"OTU632","S008825",1
"OTU424","S008825",1
"OTU671","S008825",1
"OTU361","S008825",6
"OTU446","S008825",1
"OTU556","S008825",1
"OTU417","S008825",2
"OTU380","S008825",1
"OTU465","S008825",1
"OTU872","S008825",1
"OTU1","S008825",905
"OTU101","S008825",1
"OTU781","S008825",1
"OTU343","S008825",1
"OTU2","S008825",1545
"OTU481","S008825",26
"OTU608","S008825",3
"OTU295","S008825",4
"OTU367","S008825",32
"OTU672","S008825",2
"OTU679","S008825",2
"OTU891","S008825",3
"OTU331","S008825",12
"OTU710","S008825",1
"OTU210","S008825",2
"OTU750","S008825",3
"OTU693","S008825",1
"OTU675","S008825",2
"OTU251","S008825",3
"OTU293","S008825",2
"OTU722","S008825",2
"OTU98","S008824",64
"OTU297","S008824",1
"OTU281","S008824",1
"OTU497","S008824",1
"OTU366","S008824",2
"OTU632","S008824",3
"OTU200","S008824",11
"OTU671","S008824",2
"OTU361","S008824",2
"OTU446","S008824",3
"OTU405","S008824",2
"OTU305","S008824",1
"OTU417","S008824",1
"OTU551","S008824",1
"OTU380","S008824",1
"OTU910","S008824",1
"OTU872","S008824",2
"OTU797","S008824",1
"OTU1","S008824",620
"OTU781","S008824",1
"OTU352","S008824",1
