"OTU.ID","Sample","Reads"
"OTU11","S009077",1929
"OTU12","S009077",1
"OTU47","S009077",189
"OTU105","S009077",2
"OTU115","S009077",1
"OTU359","S009077",1
"OTU326","S009077",1
"OTU544","S009077",2
"OTU17","S009076",81
"OTU104","S009076",180
"OTU297","S009076",2
"OTU497","S009076",1
"OTU117","S009076",3
"OTU420","S009076",2
"OTU632","S009076",5
"OTU424","S009076",2
"OTU671","S009076",1
"OTU361","S009076",1
"OTU434","S009076",2
"OTU405","S009076",1
"OTU556","S009076",3
"OTU112","S009076",113
"OTU417","S009076",1
"OTU551","S009076",1
"OTU465","S009076",1
"OTU335","S009076",12
"OTU1","S009076",1443
"OTU531","S009076",2
"OTU343","S009076",1
"OTU20","S009076",135
"OTU6","S009076",70
"OTU259","S009076",3
"OTU2","S009076",135
"OTU149","S009076",3
"OTU443","S009076",8
"OTU481","S009076",3
"OTU672","S009076",1
"OTU331","S009076",1
"OTU547","S009076",6
"OTU438","S009076",4
"OTU863","S009076",1
"OTU470","S009076",1
"OTU241","S009076",1
"OTU824","S009076",1
"OTU376","S009076",1
"OTU33","S009075",12
"OTU297","S009075",3
"OTU281","S009075",4
"OTU366","S009075",2
"OTU339","S009075",2
"OTU424","S009075",1
"OTU361","S009075",1
"OTU446","S009075",2
"OTU434","S009075",2
"OTU556","S009075",1
"OTU305","S009075",1
"OTU417","S009075",2
"OTU551","S009075",1
"OTU380","S009075",1
"OTU523","S009075",1
"OTU872","S009075",1
"OTU252","S009075",10
"OTU1","S009075",1773
"OTU781","S009075",1
"OTU531","S009075",13
"OTU20","S009075",256
"OTU41","S009075",349
"OTU259","S009075",25
"OTU352","S009075",4
"OTU2","S009075",35
"OTU149","S009075",8
"OTU475","S009075",30
"OTU443","S009075",4
"OTU115","S009075",118
"OTU358","S009075",8
"OTU438","S009075",11
"OTU580","S009075",1
"OTU470","S009075",4
"OTU241","S009075",4
"OTU297","S009074",2
"OTU497","S009074",2
"OTU366","S009074",2
"OTU420","S009074",1
"OTU632","S009074",2
"OTU424","S009074",1
"OTU361","S009074",1
"OTU405","S009074",2
"OTU556","S009074",1
"OTU305","S009074",1
"OTU551","S009074",1
"OTU380","S009074",1
"OTU872","S009074",1
"OTU1","S009074",92
"OTU531","S009074",1
"OTU259","S009074",1
"OTU115","S009074",5
"OTU297","S009067",3
"OTU281","S009067",3
"OTU497","S009067",1
"OTU420","S009067",1
"OTU339","S009067",1
"OTU632","S009067",5
"OTU424","S009067",2
"OTU671","S009067",1
"OTU361","S009067",2
"OTU446","S009067",2
"OTU434","S009067",1
"OTU405","S009067",1
"OTU556","S009067",2
"OTU96","S009067",127
"OTU305","S009067",1
"OTU872","S009067",1
"OTU206","S009067",45
"OTU138","S009067",37
"OTU1","S009067",2
"OTU5","S009067",1394
"OTU698","S009067",261
"OTU72","S009067",103
"OTU808","S009067",24
"OTU782","S009067",12
"OTU815","S009067",2
"OTU207","S009067",9
"OTU694","S009067",32
"OTU2","S009067",1292
"OTU58","S009067",14
"OTU78","S009067",6
"OTU251","S009067",3
"OTU293","S009067",1
"OTU418","S009067",1
"OTU820","S009067",1
"OTU746","S009067",2
"OTU33","S009066",14
"OTU281","S009066",2
"OTU497","S009066",2
"OTU366","S009066",1
"OTU420","S009066",3
"OTU339","S009066",2
"OTU632","S009066",1
"OTU424","S009066",2
"OTU671","S009066",2
"OTU361","S009066",1
"OTU446","S009066",1
"OTU434","S009066",1
"OTU405","S009066",3
"OTU305","S009066",1
"OTU465","S009066",1
"OTU532","S009066",1
"OTU872","S009066",1
"OTU812","S009066",1
"OTU1","S009066",2657
"OTU174","S009066",2
"OTU531","S009066",4
"OTU2","S009066",14
"OTU58","S009066",28
"OTU78","S009066",72
"OTU326","S009066",3
"OTU451","S009066",1
"OTU22","S009065",1
"OTU297","S009065",1
"OTU281","S009065",2
"OTU497","S009065",3
"OTU366","S009065",3
"OTU420","S009065",1
"OTU632","S009065",1
"OTU424","S009065",2
"OTU361","S009065",2
"OTU556","S009065",2
"OTU380","S009065",1
"OTU532","S009065",3
"OTU429","S009065",1
"OTU609","S009065",1
"OTU1","S009065",1
"OTU5","S009065",2529
"OTU698","S009065",358
"OTU72","S009065",103
"OTU808","S009065",54
"OTU197","S009065",8
"OTU254","S009065",4
"OTU782","S009065",11
"OTU786","S009065",2
"OTU787","S009065",3
"OTU883","S009065",2
"OTU654","S009065",1
"OTU815","S009065",3
"OTU207","S009065",3
"OTU690","S009065",1
"OTU694","S009065",2
"OTU2","S009065",260
"OTU58","S009065",1
"OTU210","S009065",2
"OTU251","S009065",1
"OTU293","S009065",1
"OTU658","S009065",2
"OTU33","S009064",6
"OTU297","S009064",4
"OTU281","S009064",2
"OTU497","S009064",1
"OTU366","S009064",1
"OTU339","S009064",1
"OTU424","S009064",2
"OTU671","S009064",2
"OTU361","S009064",2
"OTU446","S009064",3
"OTU434","S009064",3
"OTU305","S009064",1
"OTU551","S009064",2
"OTU465","S009064",1
"OTU140","S009064",63
"OTU910","S009064",2
"OTU523","S009064",1
"OTU429","S009064",2
"OTU805","S009064",7
"OTU1","S009064",1321
"OTU174","S009064",1
"OTU531","S009064",10
"OTU41","S009064",4
"OTU11","S009064",934
"OTU326","S009064",4
"OTU444","S009064",2
"OTU281","S009053",2
"OTU497","S009053",1
"OTU339","S009053",2
"OTU424","S009053",1
"OTU671","S009053",2
"OTU361","S009053",1
"OTU556","S009053",1
"OTU305","S009053",1
"OTU551","S009053",1
"OTU872","S009053",1
"OTU1","S009053",3616
"OTU716","S009053",2
"OTU43","S009052",353
"OTU297","S009052",2
"OTU281","S009052",1
"OTU497","S009052",2
"OTU366","S009052",1
"OTU420","S009052",1
"OTU339","S009052",1
"OTU632","S009052",1
"OTU671","S009052",1
"OTU446","S009052",1
"OTU405","S009052",1
"OTU556","S009052",2
"OTU305","S009052",1
"OTU417","S009052",1
"OTU551","S009052",2
"OTU380","S009052",2
"OTU532","S009052",2
"OTU126","S009052",1
"OTU872","S009052",1
"OTU609","S009052",1
"OTU154","S009052",7
"OTU1","S009052",10
"OTU20","S009052",667
"OTU33","S009051",2
"OTU69","S009051",181
"OTU135","S009051",33
"OTU98","S009051",20
"OTU125","S009051",2
"OTU297","S009051",1
"OTU497","S009051",1
"OTU420","S009051",1
"OTU339","S009051",2
"OTU632","S009051",2
"OTU200","S009051",1
"OTU424","S009051",1
"OTU671","S009051",1
"OTU405","S009051",3
"OTU556","S009051",1
"OTU417","S009051",2
"OTU551","S009051",1
"OTU532","S009051",1
"OTU797","S009051",4
"OTU323","S009051",1
"OTU1","S009051",954
"OTU174","S009051",30
"OTU781","S009051",25
"OTU20","S009051",14
"OTU352","S009051",18
"OTU149","S009051",4
"OTU475","S009051",4
"OTU406","S009051",2
"OTU358","S009051",1
"OTU438","S009051",4
"OTU470","S009051",1
"OTU194","S009051",14
"OTU716","S009051",1
"OTU4","S009050",7
"OTU33","S009050",3
"OTU43","S009050",18
"OTU28","S009050",1487
"OTU29","S009050",72
"OTU67","S009050",2
"OTU756","S009050",83
"OTU297","S009050",1
"OTU281","S009050",2
"OTU497","S009050",1
"OTU366","S009050",1
"OTU671","S009050",1
"OTU361","S009050",3
"OTU434","S009050",2
"OTU556","S009050",1
"OTU380","S009050",1
"OTU532","S009050",1
"OTU145","S009050",1
"OTU872","S009050",1
"OTU609","S009050",1
"OTU325","S009050",1
"OTU638","S009050",2
"OTU1","S009050",56
"OTU343","S009050",3
"OTU41","S009050",153
"OTU5","S009050",15
"OTU604","S009050",60
"OTU2","S009050",6099
"OTU12","S009050",1
"OTU14","S009050",1
"OTU458","S009050",34
"OTU65","S009050",2
"OTU481","S009050",230
"OTU608","S009050",56
"OTU295","S009050",63
"OTU367","S009050",6
"OTU115","S009050",1
"OTU672","S009050",92
"OTU825","S009050",2
"OTU679","S009050",40
"OTU891","S009050",21
"OTU456","S009050",53
"OTU331","S009050",73
"OTU710","S009050",10
"OTU319","S009050",82
"OTU863","S009050",33
"OTU210","S009050",32
"OTU750","S009050",52
"OTU693","S009050",30
"OTU631","S009050",27
"OTU675","S009050",40
"OTU520","S009050",30
"OTU251","S009050",2
"OTU376","S009050",61
"OTU412","S009050",11
"OTU293","S009050",1
"OTU722","S009050",7
"OTU853","S009050",4
"OTU613","S009050",2
"OTU901","S009050",2
"OTU418","S009050",1
"OTU791","S009050",2
"OTU626","S009050",2
"OTU897","S009050",2
"OTU541","S009050",2
"OTU33","S009043",2
"OTU69","S009043",25
"OTU135","S009043",3
"OTU98","S009043",14
"OTU297","S009043",3
"OTU281","S009043",3
"OTU497","S009043",3
"OTU366","S009043",3
"OTU420","S009043",3
"OTU339","S009043",2
"OTU632","S009043",1
"OTU200","S009043",1
"OTU424","S009043",1
"OTU671","S009043",1
"OTU361","S009043",1
"OTU446","S009043",1
"OTU434","S009043",2
"OTU122","S009043",2
"OTU305","S009043",2
"OTU417","S009043",3
"OTU380","S009043",1
"OTU465","S009043",1
"OTU532","S009043",1
"OTU523","S009043",1
"OTU872","S009043",1
"OTU429","S009043",1
"OTU624","S009043",5
"OTU1","S009043",464
"OTU174","S009043",3
"OTU781","S009043",3
"OTU20","S009043",1594
"OTU352","S009043",9
"OTU149","S009043",61
"OTU475","S009043",37
"OTU406","S009043",1
"OTU358","S009043",16
"OTU438","S009043",20
"OTU470","S009043",5
"OTU241","S009043",5
"OTU824","S009043",1
"OTU281","S009042",1
"OTU366","S009042",1
"OTU434","S009042",2
"OTU305","S009042",1
"OTU417","S009042",2
"OTU380","S009042",1
"OTU1","S009042",879
"OTU69","S009041",298
"OTU135","S009041",44
"OTU98","S009041",65
"OTU297","S009041",1
"OTU497","S009041",1
"OTU366","S009041",3
"OTU339","S009041",3
"OTU632","S009041",1
"OTU424","S009041",1
"OTU910","S009041",1
"OTU797","S009041",3
"OTU1","S009041",1272
"OTU174","S009041",22
"OTU781","S009041",18
"OTU531","S009041",1
"OTU20","S009041",639
"OTU352","S009041",12
"OTU149","S009041",27
"OTU475","S009041",29
"OTU443","S009041",1
"OTU406","S009041",17
"OTU358","S009041",14
"OTU438","S009041",19
"OTU864","S009041",2
"OTU470","S009041",2
"OTU241","S009041",5
"OTU824","S009041",2
"OTU850","S009041",2
"OTU884","S009041",1
"OTU688","S009041",2
"OTU7","S009040",1
"OTU43","S009040",1
"OTU28","S009040",7
"OTU29","S009040",16
"OTU69","S009040",2
"OTU135","S009040",3
"OTU125","S009040",4
"OTU297","S009040",2
"OTU281","S009040",2
"OTU497","S009040",2
"OTU420","S009040",1
"OTU632","S009040",1
"OTU200","S009040",1
"OTU424","S009040",1
"OTU361","S009040",2
"OTU434","S009040",1
"OTU305","S009040",1
"OTU551","S009040",1
"OTU872","S009040",1
"OTU812","S009040",1
"OTU893","S009040",4
"OTU1","S009040",1026
"OTU174","S009040",3
"OTU781","S009040",2
"OTU531","S009040",10
"OTU343","S009040",5
"OTU20","S009040",12
"OTU41","S009040",16
"OTU6","S009040",12
"OTU259","S009040",29
"OTU2","S009040",474
"OTU149","S009040",2
"OTU38","S009040",4
"OTU367","S009040",5
"OTU115","S009040",123
"OTU438","S009040",1
"OTU241","S009040",1
"OTU726","S009040",2
"OTU9","S009033",333
"OTU7","S009033",4050
"OTU98","S009033",103
"OTU297","S009033",3
"OTU281","S009033",4
"OTU497","S009033",3
"OTU366","S009033",2
"OTU420","S009033",1
"OTU424","S009033",2
"OTU671","S009033",1
"OTU361","S009033",2
"OTU446","S009033",1
"OTU556","S009033",2
"OTU305","S009033",2
"OTU523","S009033",2
"OTU872","S009033",1
"OTU429","S009033",1
"OTU609","S009033",1
"OTU226","S009033",28
"OTU812","S009033",1
"OTU227","S009033",11
"OTU1","S009033",769
"OTU781","S009033",1
"OTU531","S009033",1
"OTU343","S009033",50
"OTU445","S009033",8
"OTU41","S009033",42
"OTU33","S009032",20
"OTU28","S009032",3
"OTU297","S009032",2
"OTU497","S009032",4
"OTU366","S009032",1
"OTU632","S009032",1
"OTU671","S009032",1
"OTU446","S009032",1
"OTU434","S009032",2
"OTU305","S009032",1
"OTU417","S009032",2
"OTU380","S009032",1
"OTU465","S009032",2
"OTU1","S009032",271
"OTU531","S009032",9
"OTU41","S009032",9
"OTU6","S009032",1
"OTU259","S009032",5
"OTU2","S009032",6
"OTU11","S009032",14
"OTU14","S009032",4
"OTU481","S009032",1
"OTU115","S009032",66
"OTU750","S009032",1
"OTU722","S009032",1
"OTU43","S009030",603
"OTU756","S009030",875
"OTU297","S009030",2
"OTU281","S009030",1
"OTU497","S009030",1
"OTU420","S009030",1
"OTU339","S009030",1
"OTU632","S009030",1
"OTU671","S009030",1
"OTU361","S009030",1
"OTU446","S009030",2
"OTU405","S009030",1
"OTU556","S009030",3
"OTU305","S009030",1
"OTU551","S009030",1
"OTU380","S009030",1
"OTU532","S009030",1
"OTU910","S009030",1
"OTU145","S009030",21
"OTU774","S009030",5
"OTU759","S009030",2
"OTU1","S009030",1214
"OTU101","S009030",16
"OTU531","S009030",8
"OTU199","S009030",14
"OTU41","S009030",4
"OTU2","S009030",321
"OTU367","S009030",1
"OTU139","S009030",36
"OTU631","S009030",8
"OTU732","S009030",2
"OTU281","S009023",1
"OTU497","S009023",2
"OTU366","S009023",1
"OTU420","S009023",3
"OTU339","S009023",3
"OTU632","S009023",1
"OTU424","S009023",1
"OTU671","S009023",1
"OTU361","S009023",2
"OTU446","S009023",2
"OTU405","S009023",1
"OTU556","S009023",1
"OTU417","S009023",1
"OTU551","S009023",1
"OTU380","S009023",2
"OTU465","S009023",1
"OTU523","S009023",1
"OTU1","S009023",4092
"OTU824","S009023",1
"OTU451","S009023",1
"OTU33","S009022",29
"OTU297","S009022",1
"OTU281","S009022",2
"OTU497","S009022",3
"OTU366","S009022",3
"OTU420","S009022",2
"OTU339","S009022",2
"OTU424","S009022",2
"OTU671","S009022",1
"OTU446","S009022",1
"OTU556","S009022",2
"OTU305","S009022",2
"OTU380","S009022",1
"OTU532","S009022",1
"OTU429","S009022",2
"OTU1","S009022",2115
"OTU781","S009022",1
"OTU531","S009022",1
"OTU343","S009022",1
"OTU352","S009022",1
"OTU105","S009022",2
"OTU78","S009022",14
"OTU139","S009022",2
"OTU326","S009022",1
"OTU7","S009021",366
"OTU281","S009021",1
"OTU497","S009021",1
"OTU366","S009021",1
"OTU632","S009021",1
"OTU424","S009021",3
"OTU671","S009021",1
"OTU361","S009021",1
"OTU434","S009021",1
"OTU405","S009021",1
"OTU556","S009021",2
"OTU305","S009021",1
"OTU380","S009021",2
"OTU465","S009021",1
"OTU910","S009021",1
"OTU429","S009021",1
"OTU286","S009021",4
"OTU1","S009021",1165
"OTU343","S009021",49
"OTU537","S009021",7
"OTU445","S009021",3
"OTU115","S009021",1
"OTU824","S009021",1
"OTU7","S009020",7
"OTU1","S009020",7
"OTU497","S009004",1
"OTU420","S009004",2
"OTU339","S009004",1
"OTU632","S009004",2
"OTU671","S009004",2
"OTU434","S009004",1
"OTU405","S009004",2
"OTU305","S009004",1
"OTU417","S009004",2
"OTU465","S009004",2
"OTU910","S009004",1
"OTU429","S009004",1
"OTU160","S009004",35
"OTU7","S008857",874
"OTU297","S008857",1
"OTU281","S008857",1
"OTU497","S008857",5
"OTU420","S008857",2
"OTU339","S008857",6
"OTU632","S008857",2
"OTU424","S008857",1
"OTU671","S008857",1
"OTU361","S008857",2
"OTU446","S008857",2
"OTU434","S008857",1
"OTU405","S008857",1
"OTU556","S008857",1
"OTU305","S008857",4
"OTU417","S008857",1
"OTU380","S008857",1
"OTU465","S008857",2
"OTU910","S008857",2
"OTU523","S008857",2
"OTU872","S008857",2
"OTU429","S008857",1
"OTU286","S008857",3
"OTU1","S008857",4910
"OTU531","S008857",8
"OTU343","S008857",84
"OTU537","S008857",5
"OTU445","S008857",1
"OTU58","S008857",340
"OTU78","S008857",372
"OTU824","S008857",3
"OTU326","S008857",16
"OTU884","S008857",1
"OTU720","S008857",3
"OTU17","S008856",292
"OTU7","S008856",76
"OTU33","S008856",247
"OTU43","S008856",2
"OTU29","S008856",68
"OTU104","S008856",28
"OTU297","S008856",3
"OTU281","S008856",4
"OTU497","S008856",1
"OTU117","S008856",93
"OTU366","S008856",2
"OTU339","S008856",2
"OTU632","S008856",1
"OTU424","S008856",1
"OTU671","S008856",4
"OTU361","S008856",5
"OTU446","S008856",3
"OTU405","S008856",4
"OTU556","S008856",2
"OTU122","S008856",4
"OTU551","S008856",1
"OTU465","S008856",1
"OTU532","S008856",2
"OTU278","S008856",9
"OTU872","S008856",2
"OTU429","S008856",1
"OTU425","S008856",2
"OTU511","S008856",11
"OTU785","S008856",2
"OTU1","S008856",3069
"OTU174","S008856",11
"OTU781","S008856",10
"OTU531","S008856",20
"OTU343","S008856",18
"OTU537","S008856",6
"OTU6","S008856",150
"OTU352","S008856",6
"OTU634","S008856",1
"OTU11","S008856",24
"OTU547","S008856",15
"OTU726","S008856",3
"OTU451","S008856",1
"OTU297","S008855",2
"OTU281","S008855",3
"OTU497","S008855",3
"OTU366","S008855",2
"OTU420","S008855",2
"OTU339","S008855",2
"OTU632","S008855",2
"OTU424","S008855",1
"OTU671","S008855",2
"OTU361","S008855",6
"OTU446","S008855",1
"OTU434","S008855",1
"OTU556","S008855",1
"OTU305","S008855",1
"OTU417","S008855",1
"OTU910","S008855",1
"OTU523","S008855",1
"OTU429","S008855",1
"OTU609","S008855",1
"OTU1","S008855",669
"OTU34","S008855",1
"OTU7","S008854",298
"OTU33","S008854",232
"OTU756","S008854",265
"OTU297","S008854",2
"OTU281","S008854",3
"OTU497","S008854",2
"OTU366","S008854",4
"OTU339","S008854",1
"OTU632","S008854",1
"OTU424","S008854",4
"OTU671","S008854",2
"OTU446","S008854",2
"OTU434","S008854",4
"OTU405","S008854",3
"OTU556","S008854",1
"OTU122","S008854",1
"OTU305","S008854",1
"OTU417","S008854",1
"OTU380","S008854",2
"OTU465","S008854",1
"OTU523","S008854",1
"OTU145","S008854",32
"OTU872","S008854",1
"OTU429","S008854",1
"OTU812","S008854",1
"OTU452","S008854",2
"OTU1","S008854",1009
"OTU174","S008854",6
"OTU781","S008854",3
"OTU343","S008854",8
"OTU445","S008854",5
"OTU6","S008854",62
"OTU352","S008854",4
"OTU634","S008854",1
"OTU2","S008854",62
"OTU367","S008854",1
"OTU631","S008854",5
"OTU702","S008854",2
"OTU7","S008847",41
"OTU43","S008847",22
"OTU297","S008847",3
"OTU281","S008847",3
"OTU420","S008847",2
"OTU339","S008847",2
"OTU424","S008847",2
"OTU361","S008847",1
"OTU446","S008847",3
"OTU405","S008847",2
"OTU417","S008847",1
"OTU551","S008847",3
"OTU465","S008847",3
"OTU188","S008847",2
"OTU154","S008847",16
"OTU1","S008847",5181
"OTU174","S008847",18
"OTU781","S008847",14
"OTU531","S008847",7
"OTU343","S008847",4
"OTU537","S008847",1
"OTU199","S008847",3
"OTU38","S008847",96
"OTU58","S008847",107
"OTU824","S008847",1
"OTU326","S008847",1
"OTU453","S008847",2
"OTU297","S008846",1
"OTU497","S008846",2
"OTU366","S008846",3
"OTU420","S008846",4
"OTU424","S008846",1
"OTU671","S008846",1
"OTU361","S008846",2
"OTU446","S008846",1
"OTU434","S008846",2
"OTU405","S008846",1
"OTU556","S008846",1
"OTU305","S008846",1
"OTU551","S008846",1
"OTU532","S008846",1
"OTU910","S008846",1
"OTU1","S008846",8310
"OTU824","S008846",5
"OTU451","S008846",1
"OTU29","S008845",184
"OTU281","S008845",2
"OTU497","S008845",1
"OTU366","S008845",1
"OTU339","S008845",2
"OTU424","S008845",3
"OTU671","S008845",1
"OTU361","S008845",2
"OTU434","S008845",1
"OTU556","S008845",1
"OTU305","S008845",1
"OTU417","S008845",2
"OTU380","S008845",1
"OTU910","S008845",1
"OTU176","S008845",24
"OTU191","S008845",24
"OTU785","S008845",4
"OTU1","S008845",2596
"OTU343","S008845",19
"OTU6","S008845",76
"OTU726","S008845",2
"OTU7","S008844",55
"OTU43","S008844",35
"OTU297","S008844",1
"OTU281","S008844",2
"OTU420","S008844",2
"OTU339","S008844",2
"OTU632","S008844",3
"OTU671","S008844",1
"OTU556","S008844",2
"OTU305","S008844",1
"OTU380","S008844",1
"OTU465","S008844",2
"OTU532","S008844",1
"OTU910","S008844",1
"OTU872","S008844",1
"OTU609","S008844",1
"OTU169","S008844",22
"OTU1","S008844",2851
"OTU101","S008844",100
"OTU174","S008844",22
"OTU781","S008844",18
"OTU531","S008844",9
"OTU343","S008844",6
"OTU637","S008844",6
"OTU537","S008844",2
"OTU199","S008844",1
"OTU445","S008844",1
"OTU7","S008837",355
"OTU29","S008837",30
"OTU297","S008837",2
"OTU420","S008837",2
"OTU632","S008837",2
"OTU424","S008837",2
"OTU671","S008837",1
"OTU361","S008837",4
"OTU446","S008837",2
"OTU434","S008837",4
"OTU405","S008837",1
"OTU556","S008837",3
"OTU305","S008837",1
"OTU417","S008837",1
"OTU532","S008837",1
"OTU208","S008837",16
"OTU286","S008837",1
