OTU,Kingdom,Clade1,Clade2,Order,Family,Subfamily,Genus,Species,WTU.kingdom,WTU.clade1,WTU.clade2,WTU.order,WTU.family,WTU.subfamily,WTU.genus,WTU.species
OTU618,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU73674,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Zea,Zea_mays,1,1,4,20,54,81,479,797
OTU4597,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU27893,Viridiplantae,Streptophyta,asterids,Dipsacales,Adoxaceae,NA,Sambucus,NA,1,1,1,6,18,26,212,310
OTU35134,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Ichnanthus,Ichnanthus_leptophyllus,1,1,4,20,54,81,445,713
OTU33899,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,Acacia_andrewsii,1,1,10,33,72,102,621,1063
OTU4524,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,NA,NA,1,1,11,47,121,178,864,1546
OTU79373,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Echinolaena,Echinolaena_gracilis,1,1,4,20,54,81,434,693
OTU50890,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Inga,Inga_alba,1,1,10,33,72,102,630,1093
OTU38697,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,Acacia_dangarensis,1,1,10,33,72,102,621,1069
OTU63151,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Oplismenus,Oplismenus_hirtellus,1,1,4,20,54,81,460,736
OTU76866,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Enteropogon,Enteropogon_macrostachyus,1,1,4,20,54,78,388,586
OTU35328,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Leptochloa,Leptochloa_crinita,1,1,4,20,54,78,393,606
OTU14378,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Enteropogon,Enteropogon_macrostachyus,1,1,4,20,54,78,388,586
OTU9262,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Carduoideae,Echinops,NA,1,1,1,3,4,6,121,158
OTU5609,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,NA,1,1,4,20,54,81,464,760
OTU50986,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Tachigali,Tachigali_densiflora,1,1,10,33,72,101,617,1056
OTU614,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU21935,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU92029,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tripogon,Tripogon_trifidus,1,1,4,20,54,78,405,635
OTU36484,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_pulcherrimum,1,1,10,33,72,102,648,1128
OTU102408,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Parapiptadenia,Parapiptadenia_zehntneri,1,1,10,33,72,102,637,1107
OTU21415,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU102912,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Chamaecrista,Chamaecrista_desvauxii,1,1,10,33,72,101,599,1023
OTU40397,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Gazania,Gazania_jurineifolia,1,1,1,3,4,7,135,181
OTU49024,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Leysera,Leysera_gnaphalodes,1,1,1,3,4,5,77,103
OTU15765,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Carduoideae,Carlina,NA,1,1,1,3,4,6,116,149
OTU4659,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,NA,NA,1,1,11,47,121,178,864,1546
OTU34857,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Chamaecrista,Chamaecrista_sp__ASC-2009,1,1,10,33,72,101,599,1024
OTU17022,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Senna,NA,1,1,10,33,72,101,615,1054
OTU88611,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Blumea,Blumea_lacera,1,1,1,3,4,5,32,46
OTU69352,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Trichogonia,Trichogonia_campestris,1,1,1,3,4,5,105,135
OTU82001,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_drepanolobium,1,1,10,33,72,102,650,1133
OTU103558,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Mimozyganthus,Mimozyganthus_carinatus,1,1,10,33,72,102,635,1104
OTU13279,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU25202,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Coreopsis,NA,1,1,1,3,4,5,41,59
OTU65908,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Senegalia,Senegalia_berlandieri,1,1,10,33,72,102,647,1124
OTU6330,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU94346,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,Rumex,Rumex_crispus,1,1,11,47,121,178,863,1543
OTU879,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Chenopodium,NA,1,1,11,47,115,165,822,1477
OTU75265,Viridiplantae,Streptophyta,rosids,Geraniales,Geraniaceae,NA,Erodium,Erodium_cicutarium,1,1,10,35,80,112,703,1273
OTU59434,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Chenopodium,Chenopodium_leptophyllum,1,1,11,47,115,165,822,1475
OTU106816,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Chenopodioideae,Chenopodium,Chenopodium_hians,1,1,11,47,115,165,822,1472
OTU94020,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,Rumex,Rumex_alpestris,1,1,11,47,121,178,863,1542
OTU37558,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Medicago,Medicago_minima,1,1,10,33,72,103,671,1191
OTU107118,Viridiplantae,Streptophyta,NA,Caryophyllales,Montiaceae,NA,Phemeranthus,Phemeranthus_aurantiacus,1,1,11,47,119,176,853,1522
OTU3013,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,Rumex,NA,1,1,11,47,121,178,863,1545
OTU107108,Viridiplantae,Streptophyta,NA,Caryophyllales,Montiaceae,NA,Phemeranthus,Phemeranthus_aurantiacus,1,1,11,47,119,176,853,1522
OTU14879,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU107113,Viridiplantae,Streptophyta,NA,Caryophyllales,Montiaceae,NA,Phemeranthus,Phemeranthus_aurantiacus,1,1,11,47,119,176,853,1522
OTU1859,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,NA,1,1,4,20,54,75,363,541
OTU107106,Viridiplantae,Streptophyta,NA,Caryophyllales,Montiaceae,NA,Phemeranthus,Phemeranthus_aurantiacus,1,1,11,47,119,176,853,1522
OTU11466,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Descurainia,NA,1,1,10,30,68,97,553,956
OTU1410,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU18687,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,Setaria_parviflora,1,1,4,20,54,81,469,771
OTU71762,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_xanthophloea,1,1,10,33,72,102,650,1144
OTU79705,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Bouteloua,Bouteloua_aristidoides,1,1,4,20,54,78,375,553
OTU7616,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Piptadenia,NA,1,1,10,33,72,102,640,1117
OTU12618,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,NA,NA,1,1,10,30,68,97,588,1010
OTU54049,Viridiplantae,Streptophyta,rosids,Fagales,Fagaceae,NA,Quercus,Quercus_ilex,1,1,10,34,77,109,694,1251
OTU598,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Lycium,NA,1,1,1,10,41,58,319,461
OTU23860,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Mimosa,NA,1,1,10,33,72,102,634,1103
OTU27638,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Lemuropisum,Lemuropisum_edule,1,1,10,33,72,101,606,1037
OTU42858,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Tachigali,Tachigali_panamensis,1,1,10,33,72,101,617,1058
OTU81046,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Vicia,Vicia_venulosa,1,1,10,33,72,103,680,1219
OTU46628,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Pooideae,Bromus,Bromus_inermis,1,1,4,20,54,82,490,821
OTU50183,Viridiplantae,Streptophyta,NA,Alismatales,Araceae,Philodendroideae,Philodendron,Philodendron_billietiae,1,1,11,45,107,152,800,1438
OTU61757,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_polaris,1,1,10,33,72,103,656,1160
OTU107132,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Salsoloideae,Kali,Kali_tragus,1,1,11,47,115,166,825,1480
OTU22979,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,NA,NA,1,1,4,20,54,81,481,799
OTU3203,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU14251,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU86531,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Glyphochloa,Glyphochloa_talbotii,1,1,4,20,54,81,438,701
OTU34287,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Mutisioideae,Gypothamnium,Gypothamnium_pinifolium,1,1,1,3,4,9,162,227
OTU8608,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU93612,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,Acacia_paradoxa,1,1,10,33,72,102,621,1076
OTU17793,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU4303,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Digitaria,NA,1,1,4,20,54,81,432,689
OTU592,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Aster,NA,1,1,1,3,4,5,25,37
OTU479,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,NA,NA,1,1,4,20,54,81,481,799
OTU84459,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Umtiza,Umtiza_listeriana,1,1,10,33,72,101,619,1060
OTU28587,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,NA,1,1,10,33,72,102,650,1145
OTU193,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,NA,NA,1,1,4,20,54,78,409,640
OTU948,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,NA,NA,NA,1,1,10,33,72,104,682,1222
OTU8531,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Faidherbia,Faidherbia_albida,1,1,10,33,72,102,627,1090
OTU14548,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Syncalathium,NA,1,1,1,3,4,7,151,209
OTU74624,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Panicum,Panicum_notatum,1,1,4,20,54,81,462,743
OTU23813,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Piptadenia,NA,1,1,10,33,72,102,640,1117
OTU16077,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,NA,NA,1,1,4,20,54,81,481,799
OTU82815,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Delonix,Delonix_regia,1,1,10,33,72,101,601,1029
OTU17658,Viridiplantae,Streptophyta,asterids,Asterales,Calyceraceae,NA,NA,NA,1,1,1,3,5,11,174,241
OTU96502,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,Munnozia,Munnozia_annua,1,1,1,3,4,7,144,202
OTU64737,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Parkinsonia,Parkinsonia_raimondoi,1,1,10,33,72,101,610,1043
OTU54272,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Diplostephium,Diplostephium_cinereum,1,1,1,3,4,5,48,66
OTU16029,Viridiplantae,Streptophyta,Gnetidae,Ephedrales,Ephedraceae,NA,Ephedra,Ephedra_trifurca,1,1,7,26,63,92,522,883
OTU8513,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Arachis,NA,1,1,10,33,72,103,654,1150
OTU6639,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,NA,1,1,10,33,72,103,674,1205
OTU17696,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU56336,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Macropodium,Macropodium_pterospermum,1,1,10,30,68,97,561,975
OTU11114,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,Oxytropis_deflexa,1,1,10,33,72,103,674,1200
OTU89221,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,Oxytropis_coerulea,1,1,10,33,72,103,674,1199
OTU205,Viridiplantae,Streptophyta,Gnetidae,Ephedrales,Ephedraceae,NA,Ephedra,NA,1,1,7,26,63,92,522,884
OTU88347,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Poincianella,Poincianella_pannosa,1,1,10,33,72,101,612,1046
OTU2471,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,NA,1,1,10,33,72,103,674,1205
OTU17242,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Arachis,NA,1,1,10,33,72,103,654,1150
OTU53408,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_cicer,1,1,10,33,72,103,656,1154
OTU24429,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU30234,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_alpinus,1,1,10,33,72,103,656,1152
OTU54842,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Melinis,Melinis_repens,1,1,4,20,54,81,451,722
OTU40839,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Lemuropisum,Lemuropisum_edule,1,1,10,33,72,101,606,1037
OTU5543,Viridiplantae,Streptophyta,asterids,Boraginales,Ehretiaceae,NA,Bourreria,NA,1,1,1,4,11,18,195,279
OTU1710,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU267,Viridiplantae,Streptophyta,Pinidae,Cupressales,Cupressaceae,NA,NA,NA,1,1,8,27,64,93,529,902
OTU38622,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tuctoria,Tuctoria_greenei,1,1,4,20,54,78,406,636
OTU13122,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,NA,1,1,4,20,54,81,464,760
OTU39867,Viridiplantae,Streptophyta,commelinids,Poales,Cyperaceae,Cyperoideae,Carex,Carex_lasiocarpa,1,1,4,20,52,73,357,516
OTU19697,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU65997,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_jaegerianus,1,1,10,33,72,103,656,1157
OTU49872,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Piptadenia,Piptadenia_flava,1,1,10,33,72,102,640,1112
OTU20658,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Melinis,Melinis_repens,1,1,4,20,54,81,451,722
OTU29392,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Gagnebina,Gagnebina_commersoniana,1,1,10,33,72,102,629,1092
OTU5546,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,NA,NA,NA,1,1,10,33,72,104,682,1222
OTU1199,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,NA,NA,NA,1,1,10,33,72,104,682,1222
OTU47533,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Phanera,Phanera_outimouta,1,1,10,33,72,101,611,1045
OTU107131,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,NA,Eriogonum,Eriogonum_abertianum,1,1,11,47,121,179,866,1548
OTU20237,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Hoffmannseggia,Hoffmannseggia_glauca,1,1,10,33,72,101,604,1033
OTU185,Viridiplantae,Streptophyta,Pinidae,Pinales,Pinaceae,NA,Abies,NA,1,1,8,28,66,95,531,906
OTU61803,Viridiplantae,Streptophyta,asterids,Ericales,Polemoniaceae,NA,Linanthus,Linanthus_demissus,1,1,1,7,21,31,223,329
OTU22826,Viridiplantae,Streptophyta,asterids,Boraginales,Ehretiaceae,NA,NA,NA,1,1,1,4,11,18,198,282
OTU72480,Viridiplantae,Streptophyta,asterids,Ericales,Polemoniaceae,NA,Linanthus,Linanthus_californicus,1,1,1,7,21,31,223,328
OTU84646,Viridiplantae,Streptophyta,asterids,Boraginales,Cordiaceae,NA,Cordia,Cordia_trichotoma,1,1,1,4,10,17,193,275
OTU28573,Viridiplantae,Streptophyta,asterids,Ericales,Polemoniaceae,NA,Linanthus,NA,1,1,1,7,21,31,223,330
OTU40344,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_rhizanthus,1,1,10,33,72,103,656,1161
OTU11579,Viridiplantae,Streptophyta,asterids,Apiales,Araliaceae,NA,Polyscias,NA,1,1,1,1,2,3,9,12
OTU26314,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Physaria,Physaria_arctica,1,1,10,30,68,97,570,985
OTU62539,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,Oxytropis_jacquinii,1,1,10,33,72,103,674,1203
OTU83285,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Gynerium,Gynerium_sagittatum,1,1,4,20,54,81,439,703
OTU82107,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_arizonicus,1,1,10,33,72,103,656,1153
OTU1997,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,NA,Smelowskia,NA,1,1,10,30,68,97,576,996
OTU93470,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tragus,Tragus_koelerioides,1,1,4,20,54,78,404,633
OTU4482,Viridiplantae,Streptophyta,Pinidae,Pinales,Pinaceae,NA,Abies,NA,1,1,8,28,66,95,531,906
OTU72897,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Disakisperma,Disakisperma_dubium,1,1,4,20,54,78,384,574
OTU64969,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Hildaea,Hildaea_ruprechtii,1,1,4,20,54,81,441,706
OTU68531,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Mutisioideae,Adenocaulon,Adenocaulon_chilense,1,1,1,3,4,9,159,223
OTU54839,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tragus,Tragus_berteronianus,1,1,4,20,54,78,404,632
OTU72274,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Ichnanthus,Ichnanthus_lancifolius,1,1,4,20,54,81,445,712
OTU93241,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Panicum,Panicum_virgatum,1,1,4,20,54,81,462,745
OTU1663,Viridiplantae,Streptophyta,rosids,Malpighiales,Malpighiaceae,NA,NA,NA,1,1,10,36,84,118,713,1296
OTU224,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Maloideae,NA,NA,1,1,10,40,96,135,759,1373
OTU13997,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Cynodon,Cynodon_plectostachyus,1,1,4,20,54,78,380,569
OTU55370,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Muhlenbergia,Muhlenbergia_arenacea,1,1,4,20,54,78,395,609
OTU94763,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Urochloa,Urochloa_lachnantha,1,1,4,20,54,81,477,788
OTU77743,Viridiplantae,Streptophyta,rosids,Sapindales,Meliaceae,NA,Melia,Melia_azedarach,1,1,10,41,102,143,783,1418
OTU28591,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Arundinoideae,Phragmites,Phragmites_australis,1,1,4,20,54,76,369,547
OTU53607,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Cymbopogon,Cymbopogon_goeringii,1,1,4,20,54,81,431,681
OTU91370,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Eragrostis,Eragrostis_obtusiflora,1,1,4,20,54,78,390,593
OTU53053,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Bothriochloa,Bothriochloa_insculpta,1,1,4,20,54,81,427,664
OTU78192,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Cynodon,Cynodon_plectostachyus,1,1,4,20,54,78,380,569
OTU40061,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Sacciolepis,Sacciolepis_myosuroides,1,1,4,20,54,81,467,766
OTU13044,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Chloris,Chloris_nutans,1,1,4,20,54,78,377,562
OTU41060,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,Paspalum_conduplicatum,1,1,4,20,54,81,464,750
OTU3346,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,NA,NA,1,1,4,20,54,78,409,640
OTU58107,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Guardiola,Guardiola_tulocarpus,1,1,1,3,4,5,59,83
OTU64622,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,Acacia_alata,1,1,10,33,72,102,621,1062
OTU39981,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Eulalia,Eulalia_quadrinervis,1,1,4,20,54,81,436,696
OTU24667,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,Setaria_sp__TRK-2015,1,1,4,20,54,81,469,772
OTU44036,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_submitis,1,1,10,33,72,103,656,1162
OTU19238,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Miscanthus,NA,1,1,4,20,54,81,453,728
OTU61400,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Eragrostis,Eragrostis_ferruginea,1,1,4,20,54,78,390,591
OTU28034,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Heteropogon,Heteropogon_contortus,1,1,4,20,54,81,440,704
OTU18230,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Hibiscus,Hibiscus_calyphyllus,1,1,10,37,88,123,723,1314
OTU73990,Viridiplantae,Streptophyta,asterids,Boraginales,Hydrophyllaceae,NA,Phacelia,Phacelia_viscosa,1,1,1,4,13,20,205,298
OTU1979,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cichorioideae,NA,NA,1,1,1,3,4,7,156,219
OTU92931,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Hibiscus,Hibiscus_calyphyllus,1,1,10,37,88,123,723,1314
OTU5670,Viridiplantae,Streptophyta,asterids,Boraginales,Boraginaceae,NA,Lappula,NA,1,1,1,4,9,16,185,254
OTU14367,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Malvoideae,Hibiscus,Hibiscus_calyphyllus,1,1,10,37,88,123,723,1314
OTU23141,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU14356,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Lagenophora,NA,1,1,1,3,4,5,71,97
OTU93490,Viridiplantae,Streptophyta,asterids,Boraginales,Cordiaceae,NA,Cordia,Cordia_decandra,1,1,1,4,10,17,193,267
OTU75334,Viridiplantae,Streptophyta,asterids,Boraginales,Cordiaceae,NA,Hoplestigma,Hoplestigma_klaineanum,1,1,1,4,10,17,194,278
OTU11878,Viridiplantae,Streptophyta,asterids,Ericales,Polemoniaceae,NA,Eriastrum,NA,1,1,1,7,21,31,220,319
OTU70689,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Solidago,Solidago_virgaurea,1,1,1,3,4,5,99,128
OTU54932,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Senecio,Senecio_doronicum,1,1,1,3,4,5,97,125
OTU54809,Viridiplantae,Streptophyta,asterids,Boraginales,Cordiaceae,NA,Cordia,Cordia_weddellii,1,1,1,4,10,17,193,276
OTU2648,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,NA,NA,1,1,1,3,4,5,113,144
OTU55579,Viridiplantae,Streptophyta,asterids,Boraginales,Cordiaceae,NA,Cordia,Cordia_nodosa,1,1,1,4,10,17,193,270
