OTU,SampleID,Reads
OTU5185,S008810,3
OTU5570,S008810,2
OTU11208,S008810,2
OTU776,S008810,2
OTU45559,S008810,2
OTU1979,S008810,2
OTU8497,S008810,2
OTU47832,S008810,2
OTU64126,S008810,2
OTU13174,S008810,2
OTU72897,S008810,2
OTU97703,S008810,2
OTU20441,S008810,2
OTU35118,S008810,2
OTU99,S008810,2
OTU53175,S008810,2
OTU60088,S008810,2
OTU4375,S008810,2
OTU60086,S008810,2
OTU35334,S008810,2
OTU49872,S008810,2
OTU71762,S008810,2
OTU49386,S008810,2
OTU93076,S008810,2
OTU89603,S008810,2
OTU27638,S008810,2
OTU23067,S008810,2
OTU1199,S008810,2
OTU23282,S008810,2
OTU224,S008810,1
OTU59,S008810,1
OTU16919,S008810,1
OTU13997,S008810,1
OTU879,S008810,1
OTU666,S008810,1
OTU3248,S008810,1
OTU61757,S008810,1
OTU81369,S008810,1
OTU23071,S008810,1
OTU946,S008810,1
OTU6030,S008810,1
OTU94763,S008810,1
OTU70689,S008810,1
OTU2259,S008810,1
OTU138,S008810,1
OTU3459,S008810,1
OTU73674,S008810,1
OTU78754,S008810,1
OTU84831,S008810,1
OTU86531,S008810,1
OTU54932,S008810,1
OTU12244,S008810,1
OTU61249,S008810,1
OTU85569,S008810,1
OTU8608,S008810,1
OTU76837,S008810,1
OTU101170,S008810,1
OTU93243,S008810,1
OTU82780,S008810,1
OTU1595,S008810,1
OTU54839,S008810,1
OTU17793,S008810,1
OTU14526,S008810,1
OTU17328,S008810,1
OTU1072,S008810,1
OTU592,S008810,1
OTU78192,S008810,1
OTU193,S008810,1
OTU80592,S008810,1
OTU105172,S008810,1
OTU92029,S008810,1
OTU102408,S008810,1
OTU23860,S008810,1
OTU41060,S008810,1
OTU37464,S008810,1
OTU43435,S008810,1
OTU8531,S008810,1
OTU74624,S008810,1
OTU52817,S008810,1
OTU30087,S008810,1
OTU39284,S008810,1
OTU23039,S008810,1
OTU18005,S008810,1
OTU3546,S008810,1
OTU27244,S008810,1
OTU97616,S008810,1
OTU11348,S008810,1
OTU52245,S008810,1
OTU107174,S008810,1
OTU150,S008811,15910
OTU14879,S008811,5383
OTU1447,S008811,3670
OTU61757,S008811,1914
OTU97283,S008811,978
OTU75265,S008811,212
OTU763,S008811,144
OTU16679,S008811,115
OTU67423,S008811,96
OTU55764,S008811,96
OTU49692,S008811,67
OTU51283,S008811,67
OTU35442,S008811,53
OTU252,S008811,47
OTU1519,S008811,47
OTU409,S008811,42
OTU47726,S008811,42
OTU1439,S008811,41
OTU80517,S008811,40
OTU88760,S008811,34
OTU86656,S008811,33
OTU2677,S008811,31
OTU24429,S008811,30
OTU956,S008811,29
OTU17696,S008811,26
OTU93243,S008811,24
OTU64126,S008811,18
OTU97703,S008811,18
OTU76837,S008811,18
OTU54046,S008811,17
OTU6639,S008811,16
OTU410,S008811,15
OTU2259,S008811,15
OTU37026,S008811,15
OTU101170,S008811,14
OTU11114,S008811,14
OTU38683,S008811,12
OTU1072,S008811,12
OTU78221,S008811,11
OTU23611,S008811,11
OTU53408,S008811,11
OTU6501,S008811,10
OTU47832,S008811,10
OTU53045,S008811,9
OTU65409,S008811,9
OTU776,S008811,7
OTU479,S008811,7
OTU18620,S008811,5
OTU15715,S008811,5
OTU77105,S008811,5
OTU2471,S008811,5
OTU86531,S008811,5
OTU85569,S008811,5
OTU17328,S008811,5
OTU92029,S008811,5
OTU93436,S008811,4
OTU30234,S008811,4
OTU14526,S008811,4
OTU87252,S008811,4
OTU15064,S008811,4
OTU4838,S008811,3
OTU82780,S008811,3
OTU38397,S008811,3
OTU40061,S008811,3
OTU1790,S008811,3
OTU43743,S008811,3
OTU62539,S008811,3
OTU69608,S008811,3
OTU13997,S008811,2
OTU5570,S008811,2
OTU107196,S008811,2
OTU6323,S008811,2
OTU38622,S008811,2
OTU8497,S008811,2
OTU40344,S008811,2
OTU13118,S008811,2
OTU53053,S008811,2
OTU63151,S008811,2
OTU19697,S008811,2
OTU5539,S008811,2
OTU54839,S008811,2
OTU104093,S008811,2
OTU53175,S008811,2
OTU83285,S008811,2
OTU72274,S008811,2
OTU45944,S008811,2
OTU65997,S008811,2
OTU49887,S008811,2
OTU25652,S008811,2
OTU74624,S008811,2
OTU32541,S008811,1
OTU59,S008811,1
OTU55370,S008811,1
OTU28,S008811,1
OTU22979,S008811,1
OTU267,S008811,1
OTU60927,S008811,1
OTU94763,S008811,1
OTU22826,S008811,1
OTU54556,S008811,1
OTU52676,S008811,1
OTU73674,S008811,1
OTU64969,S008811,1
OTU37849,S008811,1
OTU13122,S008811,1
OTU85568,S008811,1
OTU47141,S008811,1
OTU84831,S008811,1
OTU72897,S008811,1
OTU393,S008811,1
OTU2700,S008811,1
OTU11350,S008811,1
OTU34287,S008811,1
OTU46062,S008811,1
OTU35134,S008811,1
OTU169,S008811,1
OTU79373,S008811,1
OTU5785,S008811,1
OTU1123,S008811,1
OTU14378,S008811,1
OTU5609,S008811,1
OTU4375,S008811,1
OTU54330,S008811,1
OTU193,S008811,1
OTU35334,S008811,1
OTU40931,S008811,1
OTU86830,S008811,1
OTU40055,S008811,1
OTU2756,S008811,1
OTU1165,S008811,1
OTU100546,S008811,1
OTU89313,S008811,1
OTU54602,S008811,1
OTU61859,S008811,1
OTU1199,S008811,1
OTU10486,S008811,1
OTU56868,S008811,1
OTU763,S008812,10040
OTU150,S008812,2474
OTU956,S008812,1441
OTU94346,S008812,1228
OTU1447,S008812,1222
OTU78221,S008812,469
OTU60927,S008812,235
OTU97283,S008812,93
OTU30926,S008812,91
OTU30009,S008812,65
OTU96086,S008812,39
OTU1752,S008812,38
OTU44409,S008812,32
OTU22483,S008812,30
OTU879,S008812,28
OTU55764,S008812,23
OTU46062,S008812,22
OTU47141,S008812,21
OTU16679,S008812,19
OTU181,S008812,18
OTU35001,S008812,18
OTU75265,S008812,18
OTU80517,S008812,17
OTU67423,S008812,16
OTU2571,S008812,14
OTU1648,S008812,13
OTU51283,S008812,13
OTU26541,S008812,12
OTU47726,S008812,11
OTU9489,S008812,11
OTU20785,S008812,11
OTU45793,S008812,11
OTU104093,S008812,11
OTU36484,S008812,11
OTU49692,S008812,10
OTU50986,S008812,10
OTU7616,S008812,9
OTU60694,S008812,9
OTU88760,S008812,8
OTU59434,S008812,8
OTU42595,S008812,8
OTU2677,S008812,7
OTU4243,S008812,7
OTU21935,S008812,7
OTU409,S008812,6
OTU68030,S008812,6
OTU30010,S008812,6
OTU1023,S008812,6
OTU6410,S008812,5
OTU86656,S008812,5
OTU101670,S008812,5
OTU35442,S008812,5
OTU2700,S008812,5
OTU1519,S008812,5
OTU89489,S008812,5
OTU8807,S008812,4
OTU3013,S008812,4
OTU54046,S008812,4
OTU105827,S008812,4
OTU23611,S008812,4
OTU101170,S008812,4
OTU60086,S008812,4
OTU71762,S008812,4
OTU26338,S008812,4
OTU1439,S008812,3
OTU2259,S008812,3
OTU106816,S008812,3
OTU37026,S008812,3
OTU61153,S008812,3
OTU58162,S008812,3
OTU93243,S008812,3
OTU65409,S008812,3
OTU14526,S008812,3
OTU18687,S008812,3
OTU102408,S008812,3
OTU95346,S008812,2
OTU4186,S008812,2
OTU6501,S008812,2
OTU73674,S008812,2
OTU84831,S008812,2
OTU93436,S008812,2
OTU33899,S008812,2
OTU16072,S008812,2
OTU13118,S008812,2
OTU76837,S008812,2
OTU107118,S008812,2
OTU53175,S008812,2
OTU60088,S008812,2
OTU40061,S008812,2
OTU7117,S008812,2
OTU13997,S008812,1
OTU5570,S008812,1
OTU1370,S008812,1
OTU107132,S008812,1
OTU776,S008812,1
OTU22979,S008812,1
OTU53045,S008812,1
OTU18620,S008812,1
OTU52676,S008812,1
OTU79531,S008812,1
OTU94020,S008812,1
OTU47832,S008812,1
OTU64126,S008812,1
OTU38683,S008812,1
OTU73085,S008812,1
OTU47187,S008812,1
OTU86913,S008812,1
OTU87252,S008812,1
OTU58978,S008812,1
OTU54330,S008812,1
OTU31006,S008812,1
OTU479,S008812,1
OTU15064,S008812,1
OTU92029,S008812,1
OTU6244,S008812,1
OTU102912,S008812,1
OTU54842,S008812,1
OTU36577,S008812,1
OTU93076,S008812,1
OTU107113,S008812,1
OTU27638,S008812,1
OTU63273,S008812,1
OTU65908,S008812,1
OTU150,S008813,9166
OTU1447,S008813,2300
OTU763,S008813,2157
OTU94346,S008813,1664
OTU650,S008813,1006
OTU11466,S008813,630
OTU97283,S008813,402
OTU956,S008813,287
OTU14879,S008813,278
OTU12232,S008813,245
OTU78221,S008813,179
OTU1859,S008813,155
OTU12618,S008813,139
OTU61757,S008813,113
OTU51283,S008813,71
OTU55764,S008813,70
OTU58181,S008813,67
OTU60927,S008813,59
OTU16679,S008813,52
OTU2677,S008813,29
OTU80517,S008813,29
OTU88760,S008813,25
OTU49692,S008813,22
OTU47726,S008813,20
OTU35442,S008813,20
OTU1519,S008813,19
OTU1439,S008813,18
OTU29631,S008813,17
OTU67423,S008813,16
OTU75265,S008813,15
OTU2259,S008813,14
OTU94020,S008813,13
OTU47141,S008813,13
OTU76837,S008813,13
OTU776,S008813,11
OTU93243,S008813,11
OTU6501,S008813,10
OTU22483,S008813,10
OTU54046,S008813,10
OTU64126,S008813,10
OTU30009,S008813,9
OTU1370,S008813,8
OTU86656,S008813,8
OTU96086,S008813,8
OTU6244,S008813,8
OTU409,S008813,7
OTU1752,S008813,7
OTU1284,S008813,7
OTU101170,S008813,7
OTU53045,S008813,6
OTU37026,S008813,6
OTU97703,S008813,6
OTU38683,S008813,6
OTU87252,S008813,6
OTU18620,S008813,5
OTU46062,S008813,5
OTU20785,S008813,5
OTU65409,S008813,5
OTU30010,S008813,5
OTU71762,S008813,5
OTU666,S008813,4
OTU3013,S008813,4
OTU35001,S008813,4
OTU2571,S008813,4
OTU26541,S008813,4
OTU23611,S008813,4
OTU1648,S008813,3
OTU107196,S008813,3
OTU52261,S008813,3
OTU68030,S008813,3
OTU85569,S008813,3
OTU89489,S008813,3
OTU35328,S008813,3
OTU53175,S008813,3
OTU38397,S008813,3
OTU11114,S008813,3
OTU47832,S008813,2
OTU93436,S008813,2
OTU38375,S008813,2
OTU40344,S008813,2
OTU37106,S008813,2
OTU5539,S008813,2
OTU64968,S008813,2
OTU45793,S008813,2
OTU104093,S008813,2
OTU14526,S008813,2
OTU83285,S008813,2
OTU479,S008813,2
OTU15064,S008813,2
OTU92029,S008813,2
OTU37464,S008813,2
OTU1790,S008813,2
OTU62539,S008813,2
OTU100546,S008813,2
OTU46357,S008813,2
OTU60799,S008813,2
OTU12347,S008813,1
OTU86228,S008813,1
OTU5570,S008813,1
OTU564,S008813,1
OTU22979,S008813,1
OTU42816,S008813,1
OTU8497,S008813,1
OTU77105,S008813,1
OTU64969,S008813,1
OTU13122,S008813,1
OTU4243,S008813,1
OTU20441,S008813,1
OTU35134,S008813,1
OTU61153,S008813,1
OTU58162,S008813,1
OTU1123,S008813,1
OTU89221,S008813,1
OTU42595,S008813,1
OTU54839,S008813,1
OTU5609,S008813,1
OTU1072,S008813,1
OTU72274,S008813,1
OTU4375,S008813,1
OTU45944,S008813,1
OTU60086,S008813,1
OTU78192,S008813,1
OTU36484,S008813,1
OTU102408,S008813,1
OTU54842,S008813,1
OTU49386,S008813,1
OTU49887,S008813,1
OTU25652,S008813,1
OTU40931,S008813,1
OTU43743,S008813,1
OTU93241,S008813,1
OTU49786,S008813,1
OTU45042,S008813,1
OTU40055,S008813,1
OTU3291,S008813,1
OTU54602,S008813,1
OTU32427,S008813,1
OTU66492,S008813,1
OTU14879,S008814,4138
OTU79705,S008814,2963
OTU61757,S008814,1425
OTU150,S008814,1422
OTU1859,S008814,1071
OTU97283,S008814,663
OTU58181,S008814,474
OTU1447,S008814,356
OTU8497,S008814,238
OTU96376,S008814,112
OTU181,S008814,56
OTU33842,S008814,40
OTU776,S008814,38
OTU94346,S008814,33
OTU24429,S008814,24
OTU29631,S008814,21
OTU879,S008814,20
OTU17702,S008814,20
OTU42816,S008814,17
OTU72996,S008814,16
OTU16679,S008814,15
OTU17696,S008814,15
OTU6639,S008814,14
OTU2677,S008814,13
OTU8807,S008814,13
OTU88760,S008814,9
OTU49786,S008814,8
OTU4186,S008814,7
OTU1439,S008814,7
OTU11114,S008814,7
OTU49692,S008814,6
OTU47726,S008814,6
OTU55764,S008814,6
OTU40344,S008814,6
OTU53408,S008814,6
OTU51283,S008814,5
OTU35328,S008814,5
OTU47985,S008814,5
OTU30817,S008814,5
OTU86656,S008814,4
OTU67423,S008814,4
OTU19697,S008814,4
OTU64969,S008814,3
OTU37026,S008814,3
OTU1519,S008814,3
OTU93243,S008814,3
OTU1756,S008814,3
OTU87252,S008814,3
OTU763,S008814,2
OTU409,S008814,2
OTU956,S008814,2
OTU252,S008814,2
OTU53045,S008814,2
OTU59434,S008814,2
OTU50999,S008814,2
OTU106816,S008814,2
OTU35442,S008814,2
OTU64126,S008814,2
OTU20441,S008814,2
OTU78390,S008814,2
OTU76837,S008814,2
OTU30234,S008814,2
OTU1072,S008814,2
OTU33775,S008814,1
OTU20869,S008814,1
OTU8295,S008814,1
OTU1648,S008814,1
OTU22980,S008814,1
OTU38622,S008814,1
OTU2259,S008814,1
OTU15715,S008814,1
OTU80517,S008814,1
OTU54046,S008814,1
OTU84831,S008814,1
OTU2471,S008814,1
OTU97703,S008814,1
OTU73085,S008814,1
OTU5785,S008814,1
OTU101170,S008814,1
OTU63151,S008814,1
OTU5539,S008814,1
OTU65409,S008814,1
OTU53175,S008814,1
OTU14526,S008814,1
OTU3213,S008814,1
OTU45944,S008814,1
OTU78192,S008814,1
OTU193,S008814,1
OTU62539,S008814,1
OTU808,S008814,1
OTU75010,S008814,1
OTU41370,S008814,1
OTU94346,S008815,7811
OTU150,S008815,5716
OTU1447,S008815,1743
OTU14879,S008815,1108
OTU97283,S008815,715
OTU61757,S008815,436
OTU79705,S008815,426
OTU650,S008815,276
OTU12232,S008815,82
OTU6323,S008815,67
OTU1859,S008815,62
OTU58181,S008815,56
OTU8497,S008815,50
OTU12636,S008815,46
OTU16679,S008815,40
OTU1284,S008815,38
OTU51283,S008815,29
OTU47726,S008815,24
OTU55764,S008815,23
OTU49692,S008815,22
OTU67423,S008815,21
OTU88760,S008815,17
OTU80517,S008815,17
OTU35442,S008815,17
OTU64126,S008815,16
OTU94020,S008815,14
OTU1439,S008815,13
OTU70964,S008815,13
OTU2677,S008815,12
OTU3013,S008815,12
OTU9968,S008815,12
OTU86656,S008815,11
OTU409,S008815,10
OTU2259,S008815,8
OTU29631,S008815,8
OTU1519,S008815,8
OTU76837,S008815,8
OTU763,S008815,7
OTU6639,S008815,7
OTU11114,S008815,7
OTU28,S008815,6
OTU93436,S008815,6
OTU101170,S008815,6
OTU23611,S008815,5
OTU89221,S008815,5
OTU65409,S008815,5
OTU53045,S008815,4
OTU75265,S008815,4
OTU54046,S008815,4
OTU38683,S008815,4
OTU93243,S008815,4
OTU86508,S008815,4
OTU49786,S008815,4
OTU1410,S008815,3
OTU776,S008815,3
OTU252,S008815,3
OTU37026,S008815,3
OTU40344,S008815,3
OTU53175,S008815,3
OTU87252,S008815,3
OTU17696,S008815,3
OTU72996,S008815,3
OTU92029,S008815,3
OTU96765,S008815,2
OTU107196,S008815,2
OTU956,S008815,2
OTU4838,S008815,2
OTU6501,S008815,2
OTU16629,S008815,2
OTU42816,S008815,2
OTU13209,S008815,2
OTU107119,S008815,2
OTU97703,S008815,2
OTU85569,S008815,2
OTU1072,S008815,2
OTU479,S008815,2
OTU63273,S008815,2
OTU51,S008815,1
OTU52764,S008815,1
OTU95578,S008815,1
OTU86228,S008815,1
OTU25144,S008815,1
OTU410,S008815,1
OTU5570,S008815,1
OTU5518,S008815,1
OTU24351,S008815,1
OTU23071,S008815,1
OTU22979,S008815,1
OTU35213,S008815,1
OTU94784,S008815,1
OTU20438,S008815,1
OTU836,S008815,1
OTU18620,S008815,1
OTU64,S008815,1
OTU15715,S008815,1
OTU77105,S008815,1
OTU37849,S008815,1
OTU24429,S008815,1
OTU47832,S008815,1
OTU23345,S008815,1
OTU2471,S008815,1
OTU86531,S008815,1
OTU393,S008815,1
OTU2700,S008815,1
OTU73085,S008815,1
OTU20441,S008815,1
OTU7759,S008815,1
OTU38375,S008815,1
OTU7055,S008815,1
OTU35328,S008815,1
OTU5539,S008815,1
OTU30234,S008815,1
OTU54839,S008815,1
OTU5609,S008815,1
OTU17328,S008815,1
OTU54330,S008815,1
OTU38397,S008815,1
OTU40061,S008815,1
OTU54842,S008815,1
OTU49887,S008815,1
OTU5778,S008815,1
OTU62539,S008815,1
OTU808,S008815,1
OTU69608,S008815,1
OTU100546,S008815,1
OTU31501,S008815,1
OTU10477,S008815,1
OTU51412,S008815,1
OTU57387,S008815,1
OTU11466,S008816,4629
OTU763,S008816,1362
OTU12618,S008816,1260
OTU650,S008816,871
OTU14879,S008816,444
OTU94346,S008816,262
OTU61757,S008816,189
OTU956,S008816,112
OTU12232,S008816,95
OTU78221,S008816,87
OTU61803,S008816,77
OTU74187,S008816,72
OTU150,S008816,65
OTU1859,S008816,34
OTU60927,S008816,32
OTU1447,S008816,31
OTU28573,S008816,22
OTU72480,S008816,21
OTU1284,S008816,15
OTU97283,S008816,14
OTU79705,S008816,14
OTU96086,S008816,9
OTU58181,S008816,8
OTU75265,S008816,8
OTU47141,S008816,7
OTU56336,S008816,6
OTU1268,S008816,6
OTU30009,S008816,6
OTU1648,S008816,5
OTU24429,S008816,5
OTU30234,S008816,4
OTU11114,S008816,4
OTU71762,S008816,4
OTU1752,S008816,3
OTU22826,S008816,3
OTU94020,S008816,3
OTU4243,S008816,3
OTU89489,S008816,3
OTU6639,S008816,3
OTU26693,S008816,3
OTU60088,S008816,3
OTU17696,S008816,3
OTU51,S008816,2
OTU22483,S008816,2
OTU252,S008816,2
OTU16629,S008816,2
OTU836,S008816,2
OTU80517,S008816,2
OTU46062,S008816,2
OTU42595,S008816,2
OTU86508,S008816,2
OTU63052,S008816,2
OTU95346,S008816,1
OTU224,S008816,1
OTU18608,S008816,1
OTU28,S008816,1
OTU1370,S008816,1
OTU75855,S008816,1
OTU35001,S008816,1
OTU3658,S008816,1
OTU16029,S008816,1
OTU73990,S008816,1
OTU42816,S008816,1
OTU51283,S008816,1
OTU16679,S008816,1
OTU97703,S008816,1
OTU26541,S008816,1
OTU27893,S008816,1
OTU33899,S008816,1
OTU61153,S008816,1
OTU23611,S008816,1
OTU47187,S008816,1
OTU58162,S008816,1
OTU30010,S008816,1
OTU1023,S008816,1
OTU65997,S008816,1
OTU36484,S008816,1
OTU26338,S008816,1
OTU62539,S008816,1
OTU47559,S008816,1
OTU74624,S008816,1
OTU35631,S008816,1
OTU42858,S008816,1
OTU63322,S008816,1
OTU24487,S008816,1
OTU38018,S008816,1
OTU763,S008817,5641
OTU94346,S008817,5389
OTU11466,S008817,3145
OTU150,S008817,858
OTU12618,S008817,802
OTU956,S008817,704
OTU22826,S008817,640
OTU75265,S008817,422
OTU1447,S008817,368
OTU78221,S008817,313
OTU14879,S008817,293
OTU60927,S008817,141
OTU84646,S008817,140
OTU61757,S008817,131
OTU1284,S008817,92
OTU56336,S008817,63
OTU97283,S008817,60
OTU8513,S008817,38
OTU96086,S008817,24
OTU30009,S008817,24
OTU1752,S008817,23
OTU6465,S008817,22
OTU252,S008817,17
OTU47141,S008817,17
OTU22483,S008817,15
OTU55884,S008817,15
OTU73990,S008817,15
OTU17242,S008817,14
OTU1439,S008817,11
OTU410,S008817,10
OTU46062,S008817,10
OTU1648,S008817,9
OTU666,S008817,9
OTU18620,S008817,9
OTU20785,S008817,9
OTU55764,S008817,8
OTU836,S008817,7
OTU1268,S008817,7
OTU4243,S008817,7
OTU51283,S008817,6
OTU16679,S008817,6
OTU42580,S008817,6
OTU1370,S008817,5
OTU88760,S008817,5
OTU35001,S008817,5
OTU80517,S008817,5
OTU67423,S008817,5
OTU45793,S008817,5
OTU93490,S008817,5
OTU49692,S008817,4
OTU2571,S008817,4
OTU35442,S008817,4
OTU9489,S008817,4
OTU47187,S008817,4
OTU42595,S008817,4
OTU7117,S008817,4
OTU11951,S008817,3
OTU64126,S008817,3
OTU26541,S008817,3
OTU58162,S008817,3
OTU93243,S008817,3
OTU104093,S008817,3
OTU86508,S008817,3
OTU58978,S008817,3
OTU30010,S008817,3
OTU10790,S008817,3
OTU36484,S008817,3
OTU84866,S008817,3
OTU95346,S008817,2
OTU52764,S008817,2
OTU107196,S008817,2
OTU3013,S008817,2
OTU83482,S008817,2
OTU16029,S008817,2
OTU47726,S008817,2
OTU7616,S008817,2
OTU2700,S008817,2
OTU1519,S008817,2
OTU89489,S008817,2
OTU16072,S008817,2
OTU38697,S008817,2
OTU17696,S008817,2
OTU50986,S008817,2
OTU26314,S008817,2
OTU78192,S008817,2
OTU21935,S008817,2
OTU11114,S008817,2
OTU1023,S008817,2
OTU42604,S008817,2
OTU31411,S008817,2
OTU71762,S008817,2
OTU40999,S008817,2
OTU409,S008817,1
OTU12347,S008817,1
OTU20869,S008817,1
OTU75334,S008817,1
OTU224,S008817,1
OTU5529,S008817,1
OTU2677,S008817,1
OTU5570,S008817,1
OTU8142,S008817,1
OTU52676,S008817,1
OTU618,S008817,1
OTU64969,S008817,1
OTU86656,S008817,1
OTU13122,S008817,1
OTU11579,S008817,1
OTU68030,S008817,1
OTU86531,S008817,1
OTU97703,S008817,1
OTU38683,S008817,1
OTU85569,S008817,1
OTU61153,S008817,1
OTU26693,S008817,1
OTU76837,S008817,1
OTU89221,S008817,1
OTU65409,S008817,1
OTU54839,S008817,1
OTU18687,S008817,1
OTU1072,S008817,1
OTU72274,S008817,1
OTU54809,S008817,1
OTU60086,S008817,1
OTU28587,S008817,1
OTU102408,S008817,1
OTU102912,S008817,1
OTU23860,S008817,1
OTU54842,S008817,1
OTU93076,S008817,1
OTU26338,S008817,1
OTU62539,S008817,1
OTU19014,S008817,1
OTU83134,S008817,1
OTU82001,S008817,1
OTU39521,S008817,1
OTU1295,S008817,1
OTU19955,S008817,1
OTU51498,S008817,1
OTU65908,S008817,1
OTU66492,S008817,1
OTU19,S008818,32461
OTU4288,S008818,7
OTU4576,S008818,6
OTU6009,S008818,4
OTU5828,S008818,4
OTU5315,S008818,4
OTU5284,S008818,4
OTU4878,S008818,4
OTU6760,S008818,4
OTU10344,S008818,3
OTU11696,S008818,3
OTU5867,S008818,3
OTU15914,S008818,3
OTU6021,S008818,3
OTU15035,S008818,3
OTU14179,S008818,3
OTU5695,S008818,3
OTU9218,S008818,3
OTU5754,S008818,3
OTU7141,S008818,3
OTU6929,S008818,3
OTU10774,S008818,3
OTU15236,S008818,3
OTU10804,S008818,3
OTU13570,S008818,3
OTU5685,S008818,3
OTU15290,S008818,3
OTU15780,S008818,3
OTU8439,S008818,2
OTU9100,S008818,2
OTU15080,S008818,2
OTU16822,S008818,2
OTU13081,S008818,2
OTU8553,S008818,2
OTU9222,S008818,2
OTU9318,S008818,2
OTU7869,S008818,2
OTU10809,S008818,2
OTU15539,S008818,2
OTU15083,S008818,2
OTU11797,S008818,2
OTU7789,S008818,2
OTU10437,S008818,2
OTU14577,S008818,2
OTU16992,S008818,2
OTU11802,S008818,2
OTU16077,S008818,2
OTU16533,S008818,2
OTU15622,S008818,2
OTU14531,S008818,2
OTU12326,S008818,2
OTU8471,S008818,2
OTU12600,S008818,2
OTU10912,S008818,2
OTU11070,S008818,2
OTU14219,S008818,2
OTU16224,S008818,2
OTU12455,S008818,2
OTU11313,S008818,2
OTU10441,S008818,2
OTU12239,S008818,2
OTU10367,S008818,2
OTU11279,S008818,2
OTU16578,S008818,2
OTU16462,S008818,2
OTU16879,S008818,2
OTU14476,S008818,2
OTU15395,S008818,2
OTU10734,S008818,2
OTU11383,S008818,2
OTU16277,S008818,2
OTU16728,S008818,2
OTU10910,S008818,2
OTU15074,S008818,2
OTU15438,S008818,2
OTU15541,S008818,2
OTU10813,S008818,2
OTU14009,S008818,2
OTU7782,S008818,2
OTU10970,S008818,2
OTU10049,S008818,2
OTU14884,S008818,2
OTU10232,S008818,2
OTU14967,S008818,2
OTU12659,S008818,2
OTU8649,S008818,2
OTU9273,S008818,2
OTU8309,S008818,2
OTU15340,S008818,2
OTU7769,S008818,2
OTU12736,S008818,2
OTU15227,S008818,2
OTU16909,S008818,2
OTU8285,S008818,2
OTU7720,S008818,2
OTU16787,S008818,2
OTU12939,S008818,2
OTU11901,S008818,2
OTU7962,S008818,2
OTU9941,S008818,2
OTU8761,S008818,2
OTU11764,S008818,2
OTU13430,S008818,2
OTU1,S008818,1
OTU2,S008818,1
OTU21,S008818,1
OTU69,S008818,1
OTU12400,S008818,1
OTU12231,S008818,1
OTU9657,S008818,1
OTU7505,S008818,1
OTU9904,S008818,1
OTU8724,S008818,1
OTU61,S008819,17650
OTU8892,S008819,4
OTU12539,S008819,4
OTU6622,S008819,4
OTU16051,S008819,3
OTU12125,S008819,3
OTU16881,S008819,3
OTU5932,S008819,3
OTU12842,S008819,3
OTU10056,S008819,3
OTU8839,S008819,2
OTU12428,S008819,2
OTU13577,S008819,2
OTU8096,S008819,2
OTU9245,S008819,2
OTU11967,S008819,2
OTU14075,S008819,2
OTU12109,S008819,2
OTU13932,S008819,2
OTU12893,S008819,2
OTU13801,S008819,2
OTU13961,S008819,2
OTU16378,S008819,2
OTU11970,S008819,2
OTU16700,S008819,2
OTU15486,S008819,2
OTU15497,S008819,2
OTU15138,S008819,2
OTU10535,S008819,2
OTU10035,S008819,2
OTU12807,S008819,2
OTU9235,S008819,2
OTU14846,S008819,2
OTU9645,S008819,2
OTU10610,S008819,2
OTU8192,S008819,2
OTU13432,S008819,2
OTU5,S008819,1
OTU24,S008819,1
OTU49,S008819,1
OTU13,S008819,1
OTU12400,S008819,1
OTU12231,S008819,1
OTU13454,S008819,1
OTU7505,S008819,1
OTU14708,S008819,1
OTU12487,S008819,1
OTU9661,S008819,1
OTU9049,S008819,1
OTU14473,S008819,1
OTU15575,S008819,1
OTU11352,S008819,1
OTU12967,S008819,1
OTU9768,S008819,1
OTU32,S008820,19378
OTU4479,S008820,5
OTU6675,S008820,4
OTU7229,S008820,4
OTU5449,S008820,3
OTU8745,S008820,3
OTU15743,S008820,3
OTU6838,S008820,3
OTU6010,S008820,3
OTU35,S008820,2
OTU7505,S008820,2
OTU13590,S008820,2
OTU8564,S008820,2
OTU6427,S008820,2
OTU9011,S008820,2
OTU10153,S008820,2
OTU14137,S008820,2
OTU6257,S008820,2
OTU8117,S008820,2
OTU8005,S008820,2
OTU16020,S008820,2
OTU15569,S008820,2
OTU11653,S008820,2
OTU14625,S008820,2
OTU14434,S008820,2
OTU12551,S008820,2
OTU10453,S008820,2
OTU8244,S008820,2
OTU8967,S008820,2
OTU10599,S008820,2
OTU10292,S008820,2
OTU13286,S008820,2
OTU12898,S008820,2
OTU20,S008820,1
OTU24,S008820,1
OTU12231,S008820,1
OTU4954,S008820,1
OTU5177,S008820,1
OTU5666,S008820,1
OTU11506,S008820,1
OTU10010,S008820,1
OTU10164,S008820,1
OTU6585,S008820,1
OTU7687,S008820,1
OTU15063,S008820,1
OTU11588,S008820,1
OTU16241,S008820,1
OTU11462,S008820,1
OTU15865,S008820,1
OTU11694,S008820,1
OTU13938,S008820,1
OTU11133,S008820,1
OTU7809,S008820,1
OTU9764,S008820,1
OTU14172,S008820,1
OTU15518,S008820,1
OTU10005,S008820,1
OTU13102,S008820,1
OTU8960,S008820,1
OTU46,S008821,23407
OTU420,S008821,126
OTU2260,S008821,22
OTU3774,S008821,7
OTU3925,S008821,6
OTU7292,S008821,4
OTU11709,S008821,3
OTU9592,S008821,3
OTU7406,S008821,3
OTU9836,S008821,3
OTU12141,S008821,3
