OTU,SampleID,Reads,DataFrame
OTU2844,S008803,2,spring2017
OTU6535,S008803,2,spring2017
OTU11080,S008803,2,spring2017
OTU21839,S008803,2,spring2017
OTU6994,S008803,2,spring2017
OTU15412,S008803,2,spring2017
OTU6031,S008803,2,spring2017
OTU7798,S008803,2,spring2017
OTU12563,S008803,2,spring2017
OTU2481,S008803,2,spring2017
OTU6789,S008803,2,spring2017
OTU6025,S008803,2,spring2017
OTU8563,S008803,2,spring2017
OTU3659,S008803,2,spring2017
OTU12692,S008803,2,spring2017
OTU16898,S008803,2,spring2017
OTU4021,S008803,2,spring2017
OTU4145,S008803,2,spring2017
OTU3669,S008803,2,spring2017
OTU15426,S008803,2,spring2017
OTU4619,S008803,2,spring2017
OTU18539,S008803,2,spring2017
OTU17794,S008803,2,spring2017
OTU12522,S008803,2,spring2017
OTU8169,S008803,2,spring2017
OTU12848,S008803,2,spring2017
OTU19885,S008803,2,spring2017
OTU19500,S008803,2,spring2017
OTU12300,S008803,2,spring2017
OTU18147,S008803,2,spring2017
OTU2,S008803,1,spring2017
OTU63,S008803,1,spring2017
OTU32,S008803,1,spring2017
OTU127,S008803,1,spring2017
OTU13,S008803,1,spring2017
OTU712,S008803,1,spring2017
OTU24133,S008803,1,spring2017
OTU491,S008803,1,spring2017
OTU1181,S008803,1,spring2017
OTU932,S008803,1,spring2017
OTU999,S008803,1,spring2017
OTU6339,S008803,1,spring2017
OTU1255,S008803,1,spring2017
OTU854,S008803,1,spring2017
OTU713,S008803,1,spring2017
OTU3578,S008803,1,spring2017
OTU848,S008803,1,spring2017
OTU1840,S008803,1,spring2017
OTU845,S008803,1,spring2017
OTU400,S008803,1,spring2017
OTU4466,S008803,1,spring2017
OTU3688,S008803,1,spring2017
OTU1097,S008803,1,spring2017
OTU1737,S008803,1,spring2017
OTU899,S008803,1,spring2017
OTU1335,S008803,1,spring2017
OTU4763,S008803,1,spring2017
OTU232,S008803,1,spring2017
OTU384,S008803,1,spring2017
OTU2949,S008803,1,spring2017
OTU2584,S008803,1,spring2017
OTU496,S008803,1,spring2017
OTU1226,S008803,1,spring2017
OTU708,S008803,1,spring2017
OTU1252,S008803,1,spring2017
OTU458,S008803,1,spring2017
OTU715,S008803,1,spring2017
OTU1125,S008803,1,spring2017
OTU977,S008803,1,spring2017
OTU2992,S008803,1,spring2017
OTU4431,S008803,1,spring2017
OTU808,S008803,1,spring2017
OTU3631,S008803,1,spring2017
OTU3946,S008803,1,spring2017
OTU828,S008803,1,spring2017
OTU2549,S008803,1,spring2017
OTU2792,S008803,1,spring2017
OTU526,S008803,1,spring2017
OTU4081,S008803,1,spring2017
OTU2929,S008803,1,spring2017
OTU4208,S008803,1,spring2017
OTU882,S008803,1,spring2017
OTU1868,S008803,1,spring2017
OTU1895,S008803,1,spring2017
OTU3408,S008803,1,spring2017
OTU1660,S008803,1,spring2017
OTU1921,S008803,1,spring2017
OTU666,S008803,1,spring2017
OTU3020,S008803,1,spring2017
OTU4422,S008803,1,spring2017
OTU2275,S008803,1,spring2017
OTU916,S008803,1,spring2017
OTU966,S008803,1,spring2017
OTU2050,S008803,1,spring2017
OTU2208,S008803,1,spring2017
OTU10762,S008803,1,spring2017
OTU3138,S008803,1,spring2017
OTU2737,S008803,1,spring2017
OTU19555,S008803,1,spring2017
OTU3509,S008803,1,spring2017
OTU15437,S008803,1,spring2017
OTU12862,S008803,1,spring2017
OTU807,S008803,1,spring2017
OTU21819,S008803,1,spring2017
OTU820,S008803,1,spring2017
OTU2719,S008803,1,spring2017
OTU934,S008803,1,spring2017
OTU3086,S008803,1,spring2017
OTU9591,S008803,1,spring2017
OTU6333,S008803,1,spring2017
OTU11520,S008803,1,spring2017
OTU833,S008803,1,spring2017
OTU2931,S008803,1,spring2017
OTU5309,S008803,1,spring2017
OTU2613,S008803,1,spring2017
OTU2478,S008803,1,spring2017
OTU4762,S008803,1,spring2017
OTU2097,S008803,1,spring2017
OTU2231,S008803,1,spring2017
OTU3697,S008803,1,spring2017
OTU1664,S008803,1,spring2017
OTU238,S008803,1,spring2017
OTU1046,S008803,1,spring2017
OTU1617,S008803,1,spring2017
OTU3790,S008803,1,spring2017
OTU6405,S008803,1,spring2017
OTU2752,S008803,1,spring2017
OTU4639,S008803,1,spring2017
OTU723,S008803,1,spring2017
OTU5726,S008803,1,spring2017
OTU2859,S008803,1,spring2017
OTU8643,S008803,1,spring2017
OTU10503,S008803,1,spring2017
OTU9626,S008803,1,spring2017
OTU3903,S008803,1,spring2017
OTU18687,S008803,1,spring2017
OTU11794,S008803,1,spring2017
OTU5193,S008803,1,spring2017
OTU1455,S008803,1,spring2017
OTU3340,S008803,1,spring2017
OTU4093,S008803,1,spring2017
OTU7802,S008803,1,spring2017
OTU13555,S008803,1,spring2017
OTU21399,S008803,1,spring2017
OTU15970,S008803,1,spring2017
OTU2005,S008803,1,spring2017
OTU819,S008803,1,spring2017
OTU14833,S008803,1,spring2017
OTU6863,S008803,1,spring2017
OTU10715,S008803,1,spring2017
OTU5951,S008803,1,spring2017
OTU19583,S008803,1,spring2017
OTU3225,S008803,1,spring2017
OTU2268,S008803,1,spring2017
OTU7007,S008803,1,spring2017
OTU4130,S008803,1,spring2017
OTU3556,S008803,1,spring2017
OTU1971,S008803,1,spring2017
OTU1611,S008803,1,spring2017
OTU14773,S008803,1,spring2017
OTU2100,S008803,1,spring2017
OTU4225,S008803,1,spring2017
OTU2781,S008803,1,spring2017
OTU4402,S008803,1,spring2017
OTU4379,S008803,1,spring2017
OTU10832,S008803,1,spring2017
OTU2869,S008803,1,spring2017
OTU2091,S008803,1,spring2017
OTU7689,S008803,1,spring2017
OTU3370,S008803,1,spring2017
OTU5666,S008803,1,spring2017
OTU13878,S008803,1,spring2017
OTU6390,S008803,1,spring2017
OTU7742,S008803,1,spring2017
OTU2976,S008803,1,spring2017
OTU8279,S008803,1,spring2017
OTU16916,S008803,1,spring2017
OTU11532,S008803,1,spring2017
OTU9647,S008803,1,spring2017
OTU4386,S008803,1,spring2017
OTU9872,S008803,1,spring2017
OTU5856,S008803,1,spring2017
OTU11362,S008803,1,spring2017
OTU7724,S008803,1,spring2017
OTU6473,S008803,1,spring2017
OTU17434,S008803,1,spring2017
OTU20560,S008803,1,spring2017
OTU7279,S008803,1,spring2017
OTU5649,S008803,1,spring2017
OTU16185,S008803,1,spring2017
OTU5584,S008803,1,spring2017
OTU4532,S008803,1,spring2017
OTU17599,S008803,1,spring2017
OTU20890,S008803,1,spring2017
OTU8125,S008803,1,spring2017
OTU6350,S008803,1,spring2017
OTU6423,S008803,1,spring2017
OTU18728,S008803,1,spring2017
OTU12424,S008803,1,spring2017
OTU5640,S008803,1,spring2017
OTU17345,S008803,1,spring2017
OTU18148,S008803,1,spring2017
OTU3275,S008803,1,spring2017
OTU3662,S008803,1,spring2017
OTU8162,S008803,1,spring2017
OTU10670,S008803,1,spring2017
OTU5803,S008803,1,spring2017
OTU20795,S008803,1,spring2017
OTU19331,S008803,1,spring2017
OTU9404,S008803,1,spring2017
OTU9998,S008803,1,spring2017
OTU10407,S008803,1,spring2017
OTU23421,S008803,1,spring2017
OTU14768,S008803,1,spring2017
OTU20186,S008803,1,spring2017
OTU19523,S008803,1,spring2017
OTU6,S008804,1922,spring2017
OTU1,S008804,1559,spring2017
OTU13,S008804,1166,spring2017
OTU18,S008804,276,spring2017
OTU97,S008804,99,spring2017
OTU133,S008804,88,spring2017
OTU824,S008804,51,spring2017
OTU142,S008804,47,spring2017
OTU1028,S008804,31,spring2017
OTU1600,S008804,30,spring2017
OTU1192,S008804,26,spring2017
OTU3602,S008804,25,spring2017
OTU2376,S008804,23,spring2017
OTU1838,S008804,19,spring2017
OTU147,S008804,18,spring2017
OTU391,S008804,17,spring2017
OTU452,S008804,16,spring2017
OTU94,S008804,15,spring2017
OTU188,S008804,15,spring2017
OTU1978,S008804,15,spring2017
OTU3073,S008804,15,spring2017
OTU311,S008804,14,spring2017
OTU484,S008804,14,spring2017
OTU566,S008804,13,spring2017
OTU306,S008804,12,spring2017
OTU1611,S008804,12,spring2017
OTU179,S008804,10,spring2017
OTU511,S008804,10,spring2017
OTU328,S008804,10,spring2017
OTU461,S008804,10,spring2017
OTU450,S008804,10,spring2017
OTU4142,S008804,10,spring2017
OTU4539,S008804,10,spring2017
OTU381,S008804,9,spring2017
OTU359,S008804,9,spring2017
OTU294,S008804,9,spring2017
OTU3299,S008804,9,spring2017
OTU1207,S008804,9,spring2017
OTU3376,S008804,9,spring2017
OTU3677,S008804,9,spring2017
OTU8267,S008804,9,spring2017
OTU388,S008804,8,spring2017
OTU716,S008804,8,spring2017
OTU1146,S008804,8,spring2017
OTU573,S008804,8,spring2017
OTU1093,S008804,8,spring2017
OTU4840,S008804,8,spring2017
OTU7231,S008804,8,spring2017
OTU5727,S008804,8,spring2017
OTU5886,S008804,8,spring2017
OTU8061,S008804,7,spring2017
OTU1946,S008804,7,spring2017
OTU561,S008804,7,spring2017
OTU656,S008804,7,spring2017
OTU283,S008804,7,spring2017
OTU601,S008804,7,spring2017
OTU2701,S008804,7,spring2017
OTU637,S008804,7,spring2017
OTU568,S008804,7,spring2017
OTU1147,S008804,7,spring2017
OTU1121,S008804,7,spring2017
OTU577,S008804,7,spring2017
OTU4802,S008804,7,spring2017
OTU5875,S008804,7,spring2017
OTU7506,S008804,7,spring2017
OTU636,S008804,6,spring2017
OTU506,S008804,6,spring2017
OTU371,S008804,6,spring2017
OTU360,S008804,6,spring2017
OTU2228,S008804,6,spring2017
OTU517,S008804,6,spring2017
OTU350,S008804,6,spring2017
OTU679,S008804,6,spring2017
OTU986,S008804,6,spring2017
OTU494,S008804,6,spring2017
OTU19242,S008804,6,spring2017
OTU7012,S008804,6,spring2017
OTU10065,S008804,6,spring2017
OTU13265,S008804,6,spring2017
OTU5794,S008804,6,spring2017
OTU748,S008804,5,spring2017
OTU586,S008804,5,spring2017
OTU529,S008804,5,spring2017
OTU483,S008804,5,spring2017
OTU548,S008804,5,spring2017
OTU961,S008804,5,spring2017
OTU620,S008804,5,spring2017
OTU692,S008804,5,spring2017
OTU344,S008804,5,spring2017
OTU852,S008804,5,spring2017
OTU5448,S008804,5,spring2017
OTU7297,S008804,5,spring2017
OTU6511,S008804,5,spring2017
OTU11428,S008804,5,spring2017
OTU8116,S008804,5,spring2017
OTU123,S008804,4,spring2017
OTU427,S008804,4,spring2017
OTU368,S008804,4,spring2017
OTU405,S008804,4,spring2017
OTU499,S008804,4,spring2017
OTU541,S008804,4,spring2017
OTU358,S008804,4,spring2017
OTU296,S008804,4,spring2017
OTU432,S008804,4,spring2017
OTU772,S008804,4,spring2017
OTU651,S008804,4,spring2017
OTU479,S008804,4,spring2017
OTU15505,S008804,4,spring2017
OTU653,S008804,4,spring2017
OTU886,S008804,4,spring2017
OTU1281,S008804,4,spring2017
OTU912,S008804,4,spring2017
OTU1010,S008804,4,spring2017
OTU5198,S008804,4,spring2017
OTU17471,S008804,4,spring2017
OTU7014,S008804,4,spring2017
OTU7935,S008804,4,spring2017
OTU7036,S008804,4,spring2017
OTU11003,S008804,4,spring2017
OTU12747,S008804,4,spring2017
OTU14877,S008804,4,spring2017
OTU10118,S008804,4,spring2017
OTU12578,S008804,4,spring2017
OTU23795,S008804,4,spring2017
OTU21073,S008804,3,spring2017
OTU1567,S008804,3,spring2017
OTU574,S008804,3,spring2017
OTU1423,S008804,3,spring2017
OTU367,S008804,3,spring2017
OTU1731,S008804,3,spring2017
OTU7921,S008804,3,spring2017
OTU685,S008804,3,spring2017
OTU174,S008804,3,spring2017
OTU624,S008804,3,spring2017
OTU871,S008804,3,spring2017
OTU1395,S008804,3,spring2017
OTU796,S008804,3,spring2017
OTU2825,S008804,3,spring2017
OTU502,S008804,3,spring2017
OTU1412,S008804,3,spring2017
OTU291,S008804,3,spring2017
OTU3241,S008804,3,spring2017
OTU2953,S008804,3,spring2017
OTU749,S008804,3,spring2017
OTU659,S008804,3,spring2017
OTU7242,S008804,3,spring2017
OTU11164,S008804,3,spring2017
OTU3698,S008804,3,spring2017
OTU1674,S008804,3,spring2017
OTU6846,S008804,3,spring2017
OTU2120,S008804,3,spring2017
OTU13745,S008804,3,spring2017
OTU8956,S008804,3,spring2017
OTU13940,S008804,3,spring2017
OTU11510,S008804,3,spring2017
OTU17354,S008804,3,spring2017
OTU8740,S008804,3,spring2017
OTU7493,S008804,3,spring2017
OTU10477,S008804,3,spring2017
OTU19876,S008804,3,spring2017
OTU12639,S008804,3,spring2017
OTU10769,S008804,3,spring2017
OTU20851,S008804,3,spring2017
OTU10068,S008804,3,spring2017
OTU21447,S008804,3,spring2017
OTU11242,S008804,3,spring2017
OTU3855,S008804,2,spring2017
OTU842,S008804,2,spring2017
OTU684,S008804,2,spring2017
OTU1361,S008804,2,spring2017
OTU932,S008804,2,spring2017
OTU1786,S008804,2,spring2017
OTU542,S008804,2,spring2017
OTU1002,S008804,2,spring2017
OTU718,S008804,2,spring2017
OTU1049,S008804,2,spring2017
OTU422,S008804,2,spring2017
OTU1627,S008804,2,spring2017
OTU2448,S008804,2,spring2017
OTU2576,S008804,2,spring2017
OTU384,S008804,2,spring2017
OTU544,S008804,2,spring2017
OTU417,S008804,2,spring2017
OTU805,S008804,2,spring2017
OTU708,S008804,2,spring2017
OTU622,S008804,2,spring2017
OTU1871,S008804,2,spring2017
OTU1086,S008804,2,spring2017
OTU1171,S008804,2,spring2017
OTU1280,S008804,2,spring2017
OTU918,S008804,2,spring2017
OTU1236,S008804,2,spring2017
OTU1003,S008804,2,spring2017
OTU1416,S008804,2,spring2017
OTU533,S008804,2,spring2017
OTU3151,S008804,2,spring2017
OTU4735,S008804,2,spring2017
OTU1703,S008804,2,spring2017
OTU3565,S008804,2,spring2017
OTU2337,S008804,2,spring2017
OTU1407,S008804,2,spring2017
OTU2472,S008804,2,spring2017
OTU4147,S008804,2,spring2017
OTU10211,S008804,2,spring2017
OTU8594,S008804,2,spring2017
OTU9104,S008804,2,spring2017
OTU346,S008804,2,spring2017
OTU699,S008804,2,spring2017
OTU23431,S008804,2,spring2017
OTU606,S008804,2,spring2017
OTU8138,S008804,2,spring2017
OTU2141,S008804,2,spring2017
OTU22090,S008804,2,spring2017
OTU23484,S008804,2,spring2017
OTU1350,S008804,2,spring2017
OTU10015,S008804,2,spring2017
OTU1721,S008804,2,spring2017
OTU15287,S008804,2,spring2017
OTU6919,S008804,2,spring2017
OTU11217,S008804,2,spring2017
OTU16854,S008804,2,spring2017
OTU12574,S008804,2,spring2017
OTU14254,S008804,2,spring2017
OTU21779,S008804,2,spring2017
OTU16372,S008804,2,spring2017
OTU7809,S008804,2,spring2017
OTU20442,S008804,2,spring2017
OTU18768,S008804,2,spring2017
OTU16206,S008804,2,spring2017
OTU12409,S008804,2,spring2017
OTU20153,S008804,2,spring2017
OTU20210,S008804,2,spring2017
OTU20182,S008804,2,spring2017
OTU23407,S008804,2,spring2017
OTU12447,S008804,2,spring2017
OTU15395,S008804,2,spring2017
OTU15075,S008804,2,spring2017
OTU18245,S008804,2,spring2017
OTU17029,S008804,2,spring2017
OTU23460,S008804,2,spring2017
OTU21048,S008804,2,spring2017
OTU14526,S008804,2,spring2017
OTU13190,S008804,2,spring2017
OTU16436,S008804,2,spring2017
OTU19192,S008804,2,spring2017
OTU14211,S008804,2,spring2017
OTU712,S008804,1,spring2017
OTU2524,S008804,1,spring2017
OTU491,S008804,1,spring2017
OTU1298,S008804,1,spring2017
OTU1101,S008804,1,spring2017
OTU810,S008804,1,spring2017
OTU2809,S008804,1,spring2017
OTU12784,S008804,1,spring2017
OTU1033,S008804,1,spring2017
OTU858,S008804,1,spring2017
OTU613,S008804,1,spring2017
OTU894,S008804,1,spring2017
OTU1275,S008804,1,spring2017
OTU745,S008804,1,spring2017
OTU6339,S008804,1,spring2017
OTU3577,S008804,1,spring2017
OTU3453,S008804,1,spring2017
OTU20294,S008804,1,spring2017
OTU4019,S008804,1,spring2017
OTU713,S008804,1,spring2017
OTU1484,S008804,1,spring2017
OTU784,S008804,1,spring2017
OTU239,S008804,1,spring2017
OTU914,S008804,1,spring2017
OTU10738,S008804,1,spring2017
OTU12166,S008804,1,spring2017
OTU771,S008804,1,spring2017
OTU400,S008804,1,spring2017
OTU1308,S008804,1,spring2017
OTU1737,S008804,1,spring2017
OTU899,S008804,1,spring2017
OTU1075,S008804,1,spring2017
OTU1588,S008804,1,spring2017
OTU1439,S008804,1,spring2017
OTU1530,S008804,1,spring2017
OTU2364,S008804,1,spring2017
OTU2480,S008804,1,spring2017
OTU1490,S008804,1,spring2017
OTU1903,S008804,1,spring2017
OTU4464,S008804,1,spring2017
OTU1348,S008804,1,spring2017
OTU1191,S008804,1,spring2017
OTU812,S008804,1,spring2017
OTU2080,S008804,1,spring2017
OTU2146,S008804,1,spring2017
OTU525,S008804,1,spring2017
OTU1377,S008804,1,spring2017
OTU9727,S008804,1,spring2017
OTU6375,S008804,1,spring2017
OTU1915,S008804,1,spring2017
OTU458,S008804,1,spring2017
OTU977,S008804,1,spring2017
OTU416,S008804,1,spring2017
OTU1460,S008804,1,spring2017
OTU11423,S008804,1,spring2017
OTU913,S008804,1,spring2017
OTU2655,S008804,1,spring2017
OTU22436,S008804,1,spring2017
OTU4966,S008804,1,spring2017
OTU920,S008804,1,spring2017
OTU3204,S008804,1,spring2017
OTU3837,S008804,1,spring2017
OTU5136,S008804,1,spring2017
OTU6044,S008804,1,spring2017
OTU1138,S008804,1,spring2017
OTU2018,S008804,1,spring2017
OTU949,S008804,1,spring2017
OTU943,S008804,1,spring2017
OTU12645,S008804,1,spring2017
OTU1610,S008804,1,spring2017
OTU12066,S008804,1,spring2017
OTU1576,S008804,1,spring2017
OTU1823,S008804,1,spring2017
OTU1533,S008804,1,spring2017
OTU1955,S008804,1,spring2017
OTU1939,S008804,1,spring2017
OTU2210,S008804,1,spring2017
OTU1569,S008804,1,spring2017
OTU2170,S008804,1,spring2017
OTU3254,S008804,1,spring2017
OTU3347,S008804,1,spring2017
OTU6053,S008804,1,spring2017
OTU1070,S008804,1,spring2017
OTU5653,S008804,1,spring2017
OTU2298,S008804,1,spring2017
OTU5890,S008804,1,spring2017
OTU4134,S008804,1,spring2017
OTU10739,S008804,1,spring2017
OTU4161,S008804,1,spring2017
OTU2743,S008804,1,spring2017
OTU693,S008804,1,spring2017
OTU2509,S008804,1,spring2017
OTU1633,S008804,1,spring2017
OTU16192,S008804,1,spring2017
OTU8379,S008804,1,spring2017
OTU3692,S008804,1,spring2017
OTU2308,S008804,1,spring2017
OTU6060,S008804,1,spring2017
OTU1175,S008804,1,spring2017
OTU11231,S008804,1,spring2017
OTU1843,S008804,1,spring2017
OTU5423,S008804,1,spring2017
OTU4615,S008804,1,spring2017
OTU7336,S008804,1,spring2017
OTU11967,S008804,1,spring2017
OTU619,S008804,1,spring2017
OTU6418,S008804,1,spring2017
OTU1367,S008804,1,spring2017
OTU1056,S008804,1,spring2017
OTU1844,S008804,1,spring2017
OTU2411,S008804,1,spring2017
OTU1048,S008804,1,spring2017
OTU4030,S008804,1,spring2017
OTU3276,S008804,1,spring2017
OTU2773,S008804,1,spring2017
OTU925,S008804,1,spring2017
OTU1514,S008804,1,spring2017
OTU1896,S008804,1,spring2017
OTU825,S008804,1,spring2017
OTU8344,S008804,1,spring2017
OTU1485,S008804,1,spring2017
OTU1283,S008804,1,spring2017
OTU4504,S008804,1,spring2017
OTU2221,S008804,1,spring2017
OTU844,S008804,1,spring2017
OTU5407,S008804,1,spring2017
OTU7749,S008804,1,spring2017
OTU11437,S008804,1,spring2017
OTU5339,S008804,1,spring2017
OTU10744,S008804,1,spring2017
OTU18710,S008804,1,spring2017
OTU6722,S008804,1,spring2017
OTU2498,S008804,1,spring2017
OTU5795,S008804,1,spring2017
OTU7994,S008804,1,spring2017
OTU1997,S008804,1,spring2017
OTU1266,S008804,1,spring2017
OTU670,S008804,1,spring2017
OTU7291,S008804,1,spring2017
OTU8207,S008804,1,spring2017
OTU2196,S008804,1,spring2017
OTU14182,S008804,1,spring2017
OTU5937,S008804,1,spring2017
OTU5024,S008804,1,spring2017
OTU2445,S008804,1,spring2017
OTU8016,S008804,1,spring2017
OTU1288,S008804,1,spring2017
OTU2917,S008804,1,spring2017
OTU2297,S008804,1,spring2017
OTU4710,S008804,1,spring2017
OTU6249,S008804,1,spring2017
OTU7736,S008804,1,spring2017
OTU723,S008804,1,spring2017
OTU13408,S008804,1,spring2017
OTU6493,S008804,1,spring2017
OTU6341,S008804,1,spring2017
OTU1396,S008804,1,spring2017
OTU2859,S008804,1,spring2017
OTU3653,S008804,1,spring2017
OTU8188,S008804,1,spring2017
OTU1648,S008804,1,spring2017
OTU22130,S008804,1,spring2017
OTU20825,S008804,1,spring2017
OTU4509,S008804,1,spring2017
OTU1098,S008804,1,spring2017
OTU16833,S008804,1,spring2017
OTU16549,S008804,1,spring2017
OTU2315,S008804,1,spring2017
OTU4371,S008804,1,spring2017
OTU5973,S008804,1,spring2017
OTU21124,S008804,1,spring2017
OTU18101,S008804,1,spring2017
OTU3476,S008804,1,spring2017
OTU2181,S008804,1,spring2017
OTU20810,S008804,1,spring2017
OTU5185,S008804,1,spring2017
OTU13757,S008804,1,spring2017
OTU6624,S008804,1,spring2017
OTU6570,S008804,1,spring2017
OTU10586,S008804,1,spring2017
OTU9552,S008804,1,spring2017
OTU14041,S008804,1,spring2017
OTU6403,S008804,1,spring2017
OTU16154,S008804,1,spring2017
OTU12111,S008804,1,spring2017
OTU14644,S008804,1,spring2017
OTU9791,S008804,1,spring2017
OTU8403,S008804,1,spring2017
OTU16557,S008804,1,spring2017
OTU15867,S008804,1,spring2017
OTU14696,S008804,1,spring2017
OTU21702,S008804,1,spring2017
OTU17535,S008804,1,spring2017
OTU12786,S008804,1,spring2017
OTU8475,S008804,1,spring2017
OTU14033,S008804,1,spring2017
OTU16351,S008804,1,spring2017
OTU16939,S008804,1,spring2017
OTU14253,S008804,1,spring2017
OTU13023,S008804,1,spring2017
OTU17878,S008804,1,spring2017
OTU7605,S008804,1,spring2017
OTU7104,S008804,1,spring2017
OTU16350,S008804,1,spring2017
OTU5641,S008804,1,spring2017
OTU2142,S008804,1,spring2017
OTU17012,S008804,1,spring2017
OTU11175,S008804,1,spring2017
OTU2641,S008804,1,spring2017
OTU12149,S008804,1,spring2017
OTU20560,S008804,1,spring2017
OTU3448,S008804,1,spring2017
OTU18628,S008804,1,spring2017
OTU3701,S008804,1,spring2017
OTU14735,S008804,1,spring2017
OTU19304,S008804,1,spring2017
OTU19318,S008804,1,spring2017
OTU13089,S008804,1,spring2017
OTU14163,S008804,1,spring2017
OTU3,S008805,1362,trapandbait
OTU4,S008805,500,trapandbait
OTU54,S008805,334,trapandbait
OTU2,S008805,195,trapandbait
OTU5,S008805,90,trapandbait
OTU1,S008805,63,trapandbait
OTU729,S008805,18,trapandbait
OTU266,S008805,16,trapandbait
OTU815,S008805,12,trapandbait
OTU43,S008805,7,trapandbait
OTU276,S008805,7,trapandbait
OTU536,S008805,6,trapandbait
OTU479,S008805,6,trapandbait
OTU649,S008805,6,trapandbait
OTU762,S008805,6,trapandbait
OTU689,S008805,5,trapandbait
OTU490,S008805,4,trapandbait
OTU448,S008805,4,trapandbait
OTU218,S008805,3,trapandbait
OTU81,S008805,3,trapandbait
OTU936,S008805,3,trapandbait
OTU623,S008805,3,trapandbait
OTU782,S008805,3,trapandbait
OTU661,S008805,3,trapandbait
OTU573,S008805,3,trapandbait
OTU773,S008805,3,trapandbait
OTU698,S008805,3,trapandbait
OTU203,S008805,2,trapandbait
OTU79,S008805,2,trapandbait
OTU763,S008805,2,trapandbait
OTU647,S008805,2,trapandbait
OTU648,S008805,2,trapandbait
OTU666,S008805,2,trapandbait
OTU759,S008805,2,trapandbait
OTU752,S008805,2,trapandbait
OTU805,S008805,2,trapandbait
OTU966,S008805,2,trapandbait
OTU475,S008805,2,trapandbait
