OTU,ConsensusLineage,S012808,S012839,S012849,S012850,S012858,S012859,S012860,S012869,S012870,S012871,S012872,S012873,S012878,S012880,S012881,S012882,S012883,S012884,S012889,S012890,S012891,S012892,S012893,S012894,S013000,S013002,S013003,S013004,S013006,S013007,S013008,S013009,S013010,S013011,S013013,S013014,S013016,S013017,S013019,S013020,S013021,S013022,S013023,S013024,S013025,S013026,S013027,S013028,S013029,S013030,S013031,S013032,S013033,S013034,S013035,S013036,S013038,S013039,S013040,S013041,S013042,S013043,S013044,S013045,S013047,S013048,S013050,S013051,S013052,S013053,S013054,S013055,S013056,S013057,S013058,S013059,S013060,S013061,S013062,S013064,S013065,S013066,S013067,S013068,S013069,S013070,S013071,S013072,S013073,S013074,S013075,S013076,S013077,S013078,S013080,S013081,S013082,S013083,S013084,S013085,S013086,S013087,S013088,S013089,S013090,S013091,S013092,S013093,S013094,S013097,S013098,S013099,Sum
OTU1,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Panicum; s__Panicum miliaceum,1,3076,106,0,310,15,1,1135,2,2,0,1,3142,1,4,0,0,1,16223,12,10,0,2,2,0,2601,2081,4415,0,5447,0,11,484,9774,5665,0,607,6792,147,130,2,15,0,0,410,2540,1274,750,7397,2,1726,7565,277,63,168,157,53,40,15,12990,112,9020,0,22,12955,10,5722,1,0,362,13906,1269,34,105,480,220,3512,3,1215,0,110,748,0,106,7772,1,0,411,8458,0,8687,527,80,2,3080,6461,9053,56,16,1513,17,602,8394,64,1153,84,240,4,730,523,3549,255,209288
OTU11,k__Unclassified; p__Unclassified; c__Unclassified; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,15336,1,1,0,0,0,0,0,0,15347
OTU15,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Isocoma; s__Isocoma menziesii,0,0,0,0,0,0,4,0,9488,0,0,0,0,12,2,1711,0,0,0,0,887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,14622
OTU16,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Tidestromia; s__Tidestromia lanuginosa,0,0,0,0,917,0,1,98,0,0,0,0,82,0,0,0,0,0,445,0,0,0,0,0,0,80,0,0,0,0,0,0,0,11,0,0,727,0,0,0,0,0,0,0,0,1,3,65,0,1013,24,54,139,0,0,2541,468,20,0,0,0,0,0,223,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2250,0,6,0,0,0,0,1,0,0,5,14,97,217,1,0,0,0,66,0,2,267,2,16,0,13,0,46,0,262,4271,14453
OTU13,k__Eukaryota; p__Streptophyta; c__None; o__Malvales; f__Malvaceae; g__Abutilon; s__Abutilon abutiloides,0,0,0,0,0,0,0,0,0,0,7226,1,0,0,6,987,0,0,0,0,4342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,1,0,0,0,0,12872
OTU14,k__Unclassified; p__Unclassified; c__Unclassified; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,10714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10804
OTU17,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Baccharis; s__Baccharis dracunculifolia,0,0,0,10115,0,0,7,0,1,0,5,0,0,20,17,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10189
OTU31,k__Eukaryota; p__Streptophyta; c__None; o__Lamiales; f__Bignoniaceae; g__x Chitalpa; s__x Chitalpa tashkentensis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,9363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0,0,0,0,0,0,0,0,0,0,22,0,0,19,0,0,9859
OTU21,k__Unclassified; p__Unclassified; c__Unclassified; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,63,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7068,1,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,1270,9049
OTU19,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Aizoaceae; g__Trianthema; s__Trianthema portulacastrum,0,0,186,0,0,0,0,81,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,2392,1,1175,0,0,0,0,0,0,0,11,88,0,0,78,0,0,0,17,177,0,0,34,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,613,619,0,0,0,0,0,0,0,286,0,0,6,1,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,47,1033,0,0,57,0,105,0,0,12,1524,0,8926
OTU20,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Hilaria; s__Hilaria mutica,0,0,0,0,0,0,0,0,1,0,0,1,1,12,0,0,0,0,1,0,0,0,8654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8677
OTU18,k__Unclassified; p__Unclassified; c__Unclassified; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8673
OTU23,k__Eukaryota; p__None; c__None; o__None; f__None; g__None; s__uncultured fungus,0,0,212,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,15,36,0,0,0,0,0,0,14,253,0,0,305,99,4,0,0,0,0,0,0,1,9,0,0,0,1102,2445,4,9,776,0,0,6,693,14,980,0,0,6,0,25,0,0,0,34,365,0,0,0,2,255,0,18,0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,18,0,282,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8162
OTU26,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,0,0,0,0,217,0,0,187,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,0,0,0,0,0,0,113,0,1027,0,0,0,0,0,0,0,0,0,0,0,0,1862,106,27,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,0,3442,0,0,0,0,1,0,8,8,0,0,0,0,0,0,56,0,0,8005
OTU36,k__Eukaryota; p__Streptophyta; c__None; o__Sapindales; f__Anacardiaceae; g__Rhus; s__Rhus microphylla,0,0,0,0,1,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,87,7700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7819
OTU24,k__Unclassified; p__Unclassified; c__Unclassified; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7520,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7525
OTU33,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Parthenium; s__Parthenium argentatum,0,0,0,0,0,0,0,0,0,7154,0,0,0,7,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8,0,7183
OTU25,k__Eukaryota; p__Streptophyta; c__None; o__Boraginales; f__Heliotropiaceae; g__Heliotropium; s__Heliotropium bacciferum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,27,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,71,0,1,1,6306,0,0,0,0,0,1,0,0,4,0,0,0,197,0,21,12,6728
OTU35,k__Eukaryota; p__Streptophyta; c__None; o__Boraginales; f__Hydrophyllaceae; g__Phacelia; s__Phacelia arizonica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,0,0,0,0,6099,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,6366
OTU29,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Polygonaceae; g__Eriogonum; s__Eriogonum abertianum,0,1,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,17,0,0,0,0,0,0,0,31,0,0,21,0,109,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,2591,0,0,0,0,0,0,0,246,39,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1216,10,1,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,534,60,6139
OTU30,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Tidestromia; s__Tidestromia lanuginosa,1,0,0,0,261,0,0,51,0,0,0,0,24,1,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,490,0,0,0,0,0,0,0,0,0,0,43,0,2306,26,7,58,0,0,464,143,20,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,83,0,118,0,0,0,0,8,0,1,202,0,2,0,45,0,63,0,320,119,6091
OTU27,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Machaeranthera; s__Machaeranthera tagetina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5865,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5876
OTU28,k__Eukaryota; p__Streptophyta; c__None; o__Lamiales; f__Plantaginaceae; g__Plantago; s__Plantago spinulosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,0,0,1,0,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760
OTU32,k__Unclassified; p__Unclassified; c__Unclassified; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5753,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5757
OTU34,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Vachellia; s__Vachellia constricta,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,31,0,0,21,0,0,0,0,1,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,1499,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,2169,0,4,32,5034
OTU39,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Urochloa; s__Urochloa mosambicensis,0,0,70,0,0,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,368,0,0,0,0,112,0,0,0,0,868,0,0,0,0,0,39,3,1,55,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,75,0,0,0,0,0,0,0,47,0,0,2377,1,0,0,0,0,0,111,0,599,0,4858
OTU37,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Senna; s__Senna covesii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4314
OTU38,k__Unclassified; p__Unclassified; c__Unclassified; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4287
OTU40,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Coleataenia; s__Coleataenia prionitis,0,0,0,0,0,0,0,0,0,0,0,0,0,4093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4098
OTU44,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Chenopodiaceae; g__Kali; s__Kali australe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3608,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3829
OTU41,k__Unclassified; p__Unclassified; c__Unclassified; o__Unclassified; f__Unclassified; g__Unclassified; s__Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334,0,0,0,0,0,0,0,0,3335
OTU42,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Panicum; s__Panicum miliaceum,0,0,0,0,1,0,0,39,1,0,0,1,282,0,0,0,0,0,2,0,0,0,0,0,0,122,66,65,0,83,0,0,50,26,364,0,14,8,11,2,0,0,0,0,13,116,0,64,5,0,92,30,17,8,22,5,0,0,3,3,0,14,0,2,11,0,8,0,0,37,4,81,5,13,88,29,70,0,0,0,4,15,0,13,132,0,0,2,126,0,82,67,9,0,143,15,3,0,0,161,1,2,39,0,112,0,0,0,43,61,107,9,3023
OTU43,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Nyctaginaceae; g__Boerhavia; s__Boerhavia erecta,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,274,0,0,3,0,0,0,0,23,0,0,0,0,0,0,16,0,0,0,215,151,213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,5,0,0,1,6,0,0,0,0,0,0,1778,0,0,0,2834
