OTU,ConsensusLineage,S008802,S008803,S008804,S008806,S008810,S008811,S008812,S008813,S008814,S008815,S008816,S008817,S009070,S009072,S009092,S010002,S010003,S010004,S010012,S010013,S010014,S010019,S010022,S010024,S010029,S010031,S010032,S010033,S010035,S010038,S010043,S010044,S010046,S010049,S010053,S010058,S010059,S010063,S010068,S010069,S010072,S010074,S010082,S010084,S010085,S010092,Sum
OTU51,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; ; g__; s__,1,0,1,1,8,0,0,0,0,1,2,0,0,2,0,0,0,2,0,1,1,1,0,2,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,44,1,1,1,0,0,0,76
OTU12347,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Bidens; ; s__,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
OTU26272,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Arundinoideae; g__Phragmites; s__Phragmites_australis;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
OTU96765,d__Viridiplantae; k__Streptophyta; p__rosids; c__Sapindales; o__Burseraceae; f__; g__Bursera; s__Bursera_simaruba;,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14
OTU4996,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; ; g__; s__,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU56002,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Carduoideae; g__Oligochaeta; s__Oligochaeta_minima;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU20869,d__Viridiplantae; k__Streptophyta; p__asterids; c__Lamiales; o__Verbenaceae; f__; g__Duranta; ; s__,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU14879,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; ; s__,0,8,2172,993,0,5383,0,278,4138,1108,444,293,58,3591,4343,639,1975,375,0,0,0,865,1,0,0,0,249,1299,0,73,3613,1,1053,43,594,1382,2124,0,548,0,768,671,2,47,3607,0,42738
OTU5543,d__Viridiplantae; k__Streptophyta; p__asterids; c__Boraginales; o__Ehretiaceae; f__; g__Bourreria; ; s__,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU52764,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; g__Trisetum; s__Trisetum_flavescens;,0,0,0,0,6,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,98,0,62,0,1,0,0,1,0,179
OTU95578,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__Polygonoideae; g__Persicaria; s__Persicaria_amphibia;,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5
OTU28491,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Arecales; o__Arecaceae; ; f__; g__; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU75334,d__Viridiplantae; k__Streptophyta; p__asterids; c__Boraginales; o__Cordiaceae; f__; g__Hoplestigma; s__Hoplestigma_klaineanum;,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,9
OTU54852,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Cleomaceae; f__; g__Cleome; s__Cleome_gynandra;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU94346,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__Polygonoideae; g__Rumex; s__Rumex_crispus;,0,8040,7747,2338,0,0,1228,1664,33,7811,262,5389,0,1381,266,4038,3619,425,983,0,0,922,0,181,0,0,17,1696,1855,1,1027,0,1073,0,107,1955,1247,0,0,0,239,0,4095,0,281,181,60101
OTU521,d__Viridiplantae; k__Streptophyta; p__rosids; c__Malpighiales; o__Salicaceae; f__; g__Salix; ; s__,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,383,0,0,0,1,0,0,0,0,401
OTU11466,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; f__; g__Descurainia; ; s__,0,4,0,0,0,0,0,630,0,0,4629,3145,0,0,0,309,128,8296,0,0,0,0,3502,0,584,0,2804,574,1,0,0,0,1021,0,0,0,80,0,0,0,13868,1,0,0,11,716,40303
OTU1663,d__Viridiplantae; k__Streptophyta; p__rosids; c__Malpighiales; o__Malpighiaceae; ; f__; g__; s__,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU224,d__Viridiplantae; k__Streptophyta; p__rosids; c__Rosales; o__Rosaceae; f__Maloideae; ; g__; s__,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
OTU47480,d__Viridiplantae; k__Streptophyta; p__rosids; c__Rosales; o__Urticaceae; f__; g__Pourouma; s__Pourouma_tomentosa;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU46805,d__Viridiplantae; k__Streptophyta; p__; c__Saxifragales; o__Haloragaceae; f__; g__Myriophyllum; s__Myriophyllum_verticillatum;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5529,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Acacia; ; s__,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,20
OTU8295,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; ; g__; s__,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,19
OTU62457,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Cyperaceae; f__Cyperoideae; g__Cyperus; s__Cyperus_rotundus;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5104,d__Viridiplantae; k__Streptophyta; p__rosids; c__Oxalidales; o__Oxalidaceae; f__; g__Oxalis; s__Oxalis_stricta;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU86228,d__Viridiplantae; k__Streptophyta; p__asterids; c__Boraginales; o__Heliotropiaceae; f__; g__Tournefortia; s__Tournefortia_volubilis;,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU181,d__Viridiplantae; k__Streptophyta; p__Pinidae; c__Pinales; o__Pinaceae; f__; g__Pinus; ; s__,0,0,0,0,107,0,18,0,56,0,0,0,0,218,1837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1,0,368,0,0,0,0,0,0,2797
OTU32541,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Amorpha; s__Amorpha_fruticosa;,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU59,d__Viridiplantae; k__Streptophyta; p__rosids; c__Rosales; o__Rosaceae; f__Rosoideae; ; g__; s__,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,127,1,0,0,0,0,0,0,0,137
OTU46628,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; g__Bromus; s__Bromus_inermis;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,6,0,0,0,0,0,0,132
OTU97283,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Digitaria; s__Digitaria_ischaemum;,27,101,38,526,29,978,93,402,663,715,14,60,158,314,532,131,164,309,32,64,20,127,302,57,21,15,605,298,67,50,322,145,409,42,16,499,418,769,243,211,48,210,8,74,40,6,10372
OTU26097,d__Viridiplantae; k__Streptophyta; p__rosids; c__Myrtales; o__Myrtaceae; f__; g__Psidium; s__Psidium_guajava;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU59494,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fagales; o__Juglandaceae; f__; g__Carya; s__Carya_illinoinensis;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OTU19864,d__Viridiplantae; k__Streptophyta; p__rosids; c__Malvales; o__Malvaceae; f__Tilioideae; g__Tilia; ; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4186,d__Viridiplantae; k__Streptophyta; p__Pinidae; c__Pinales; o__Pinaceae; f__; g__Pinus; ; s__,0,0,0,0,21,0,2,0,7,0,0,0,1,35,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,50,0,0,0,0,0,0,359
OTU17214,d__Viridiplantae; k__Streptophyta; p__rosids; c__Rosales; o__Cannabaceae; f__; g__Celtis; ; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6
OTU80150,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; g__Aphanelytrum; s__Aphanelytrum_procumbens;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU25144,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; ; g__; s__,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU23264,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Bidens; ; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
OTU1447,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; ; g__; s__,1072,530,238,3267,1736,3670,1222,2300,356,1743,31,368,654,1385,1826,587,706,524,456,4361,1135,210,1693,2132,1017,839,2147,196,271,2178,13,3831,335,1841,24,2729,334,1333,1199,1653,15,1890,61,90,130,171,54499
OTU621,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; ; g__; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU68969,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Acacia; s__Acacia_mearnsii;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU16919,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; g__Poa; ; s__,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
OTU18608,d__Viridiplantae; k__Streptophyta; p__; c__Nymphaeales; o__Nymphaeaceae; f__; g__Nymphaea; ; s__,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5
OTU13997,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Cynodon; s__Cynodon_plectostachyus;,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,10
OTU8560,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
OTU12618,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; ; f__; g__; s__,0,2,0,0,0,0,0,139,0,0,1260,802,0,1,0,77,43,2452,0,0,0,0,887,0,146,0,694,170,0,0,0,0,248,0,0,0,17,0,0,0,3576,0,0,0,3,153,10670
OTU410,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Cichorioideae; ; g__; s__,11,22,0,17,0,15,0,0,0,1,0,10,0,21,31,2,14,0,36,0,0,0,1,18,0,1,0,10,267,0,7,0,3,0,0,19,0,0,0,23,0,5,8,0,0,4,546
OTU1439,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; ; g__; s__,5,9,5,63,8,41,3,18,7,13,0,11,8,24,34,5,26,2,5,70,5,2,32,21,6,17,37,2,1,35,1,70,5,31,0,51,3,18,13,40,0,10,2,3,0,1,763
OTU1648,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; ; g__; s__,14,8,23,4,16,0,13,3,1,0,5,9,6,8,1,14,0,2,17,0,16,0,1,18,16,4,1,1,9,19,0,1,4,0,0,0,0,0,0,0,0,6,13,12,0,11,276
OTU13055,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Harpachne; s__Harpachne_schimperi;,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
OTU879,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Amaranthaceae; f__Chenopodioideae; g__Chenopodium; ; s__,0,193,0,0,1,0,28,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,1,4760,17,44,0,0,0,5,0,5709
OTU2677,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; ; g__; s__,5,2,2,41,23,31,7,29,13,12,0,1,2,9,24,2,3,8,2,56,8,3,9,19,5,17,14,10,14,20,4,56,12,15,0,27,6,10,7,32,0,5,1,1,1,1,569
OTU33842,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fagales; o__Fagaceae; f__; g__Quercus; s__Quercus_ilicifolia;,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,9,0,0,0,0,0,63,0,0,0,0,0,171,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,306
OTU87996,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; g__Bromus; s__Bromus_inermis;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU54049,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fagales; o__Fagaceae; f__; g__Quercus; s__Quercus_ilex;,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
OTU29694,d__Viridiplantae; k__Streptophyta; p__asterids; c__Lamiales; o__Oleaceae; f__; g__Fraxinus; s__Fraxinus_nigra;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5570,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; ; g__; s__,1,0,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,26
OTU20724,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Arecales; o__Arecaceae; f__Arecoideae; ; g__; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5518,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,880,29,0,13,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,4099,0,0,0,0,18,2,12,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,7,5073
OTU50183,d__Viridiplantae; k__Streptophyta; p__; c__Alismatales; o__Araceae; f__Philodendroideae; g__Philodendron; s__Philodendron_billietiae;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
OTU3951,d__Viridiplantae; k__Streptophyta; p__rosids; c__Myrtales; o__Myrtaceae; ; f__; g__; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9622,d__Viridiplantae; k__Streptophyta; p__asterids; c__Aquifoliales; o__Aquifoliaceae; f__; g__Ilex; ; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2048,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Acacia; ; s__,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,17
OTU55370,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Muhlenbergia; s__Muhlenbergia_arenacea;,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6
OTU107196,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Ageratina; s__Ageratina_adenophora;,140,10,0,5,0,2,0,3,0,2,0,2,0,8,48,0,6,0,9,0,0,0,440,14,0,0,0,15,116,40,56,0,2,7,6,10,0,0,96,3,0,7,5,0,1,1,1054
OTU659,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Typhaceae; f__; g__Typha; ; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU107156,d__Viridiplantae; k__Streptophyta; p__rosids; c__Myrtales; o__Melastomataceae; f__; g__Clidemia; s__Clidemia_hirta;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
OTU19855,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Gymnodiscus; s__Gymnodiscus_capillaris;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3560,d__Viridiplantae; k__Streptophyta; p__; c__Alismatales; o__Potamogetonaceae; f__; g__Potamogeton; ; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU353,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; ; g__; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
