"OTU.ID","Sample","Reads"
"OTU1487","S008842",1
"OTU1962","S008842",33
"OTU1356","S008842",2
"OTU1852","S008842",31
"OTU2014","S008842",30
"OTU1647","S008842",1
"OTU1474","S008842",2
"OTU1608","S008842",14
"OTU1771","S008842",21
"OTU1479","S008842",28
"OTU2279","S008842",2
"OTU2060","S008842",25
"OTU2429","S008842",23
"OTU2419","S008842",22
"OTU1915","S008842",1
"OTU1857","S008842",20
"OTU2617","S008842",1
"OTU2497","S008842",18
"OTU2149","S008842",2
"OTU78","S008842",1
"OTU3697","S008842",15
"OTU4466","S008842",13
"OTU2585","S008842",1
"OTU3694","S008842",2
"OTU3218","S008842",12
"OTU3154","S008842",11
"OTU4610","S008842",11
"OTU4670","S008842",6
"OTU3243","S008842",2
"OTU5332","S008842",11
"OTU2794","S008842",10
"OTU11259","S008842",7
"OTU3680","S008842",10
"OTU7592","S008842",10
"OTU3779","S008842",10
"OTU5105","S008842",8
"OTU3365","S008842",1
"OTU11368","S008842",2
"OTU5317","S008842",1
"OTU4222","S008842",6
"OTU7370","S008842",1
"OTU5668","S008842",4
"OTU4767","S008842",6
"OTU4209","S008842",6
"OTU4570","S008842",6
"OTU6940","S008842",5
"OTU5468","S008842",3
"OTU5099","S008842",5
"OTU6966","S008842",5
"OTU7675","S008842",5
"OTU4459","S008842",1
"OTU7362","S008842",1
"OTU4885","S008842",5
"OTU4710","S008842",3
"OTU5683","S008842",2
"OTU8651","S008842",2
"OTU6029","S008842",2
"OTU4960","S008842",2
"OTU11378","S008842",1
"OTU9155","S008842",1
"OTU14725","S008842",1
"OTU11033","S008842",3
"OTU5381","S008842",3
"OTU5589","S008842",1
"OTU6129","S008842",4
"OTU6537","S008842",4
"OTU6400","S008842",4
"OTU9300","S008842",1
"OTU6428","S008842",1
"OTU15115","S008842",4
"OTU10341","S008842",2
"OTU6157","S008842",4
"OTU5370","S008842",4
"OTU7170","S008842",2
"OTU10605","S008842",1
"OTU5660","S008842",3
"OTU5305","S008842",3
"OTU7157","S008842",2
"OTU9101","S008842",1
"OTU6923","S008842",3
"OTU12365","S008842",3
"OTU11184","S008842",1
"OTU16780","S008842",3
"OTU12987","S008842",3
"OTU9065","S008842",2
"OTU7042","S008842",2
"OTU7555","S008842",2
"OTU7346","S008842",1
"OTU6339","S008842",1
"OTU7098","S008842",3
"OTU14325","S008842",2
"OTU13455","S008842",3
"OTU7179","S008842",2
"OTU8927","S008842",3
"OTU6653","S008842",2
"OTU9403","S008842",1
"OTU13329","S008842",3
"OTU5947","S008842",2
"OTU9546","S008842",2
"OTU14697","S008842",3
"OTU5896","S008842",3
"OTU5843","S008842",3
"OTU7076","S008842",2
"OTU9926","S008842",3
"OTU10119","S008842",2
"OTU6829","S008842",1
"OTU7313","S008842",3
"OTU6986","S008842",2
"OTU6188","S008842",3
"OTU9909","S008842",2
"OTU14247","S008842",2
"OTU5682","S008842",2
"OTU8375","S008842",2
"OTU12339","S008842",2
"OTU10685","S008842",2
"OTU12337","S008842",2
"OTU10188","S008842",2
"OTU12822","S008842",2
"OTU12361","S008842",2
"OTU17022","S008842",2
"OTU8620","S008842",2
"OTU11704","S008842",2
"OTU15645","S008842",1
"OTU12606","S008842",2
"OTU12994","S008842",2
"OTU9962","S008842",2
"OTU14910","S008842",2
"OTU11499","S008842",2
"OTU9683","S008842",1
"OTU16956","S008842",2
"OTU8462","S008842",1
"OTU9072","S008842",1
"OTU10915","S008842",2
"OTU14649","S008842",1
"OTU10790","S008842",2
"OTU12143","S008842",1
"OTU9327","S008842",1
"OTU15540","S008842",2
"OTU13460","S008842",2
"OTU14452","S008842",2
"OTU15749","S008842",2
"OTU8141","S008842",1
"OTU12841","S008842",2
"OTU13541","S008842",1
"OTU8524","S008842",1
"OTU11604","S008842",1
"OTU11168","S008842",2
"OTU16061","S008842",2
"OTU9562","S008842",2
"OTU11376","S008842",2
"OTU8578","S008842",2
"OTU16588","S008842",1
"OTU8435","S008842",1
"OTU16538","S008842",1
"OTU8995","S008842",2
"OTU16954","S008842",1
"OTU14731","S008842",2
"OTU12837","S008842",2
"OTU12003","S008842",1
"OTU16460","S008842",1
"OTU13746","S008842",1
"OTU16524","S008842",2
"OTU12602","S008842",2
"OTU8034","S008842",2
"OTU16432","S008842",2
"OTU10248","S008842",1
"OTU11513","S008842",2
"OTU14778","S008842",2
"OTU11177","S008842",1
"OTU10446","S008842",2
"OTU10389","S008842",2
"OTU11948","S008842",1
"OTU8677","S008842",2
"OTU16258","S008842",2
"OTU11243","S008842",1
"OTU9536","S008842",2
"OTU16490","S008842",1
"OTU11347","S008842",2
"OTU16572","S008842",2
"OTU12273","S008842",2
"OTU11138","S008842",2
"OTU8603","S008842",1
"OTU11176","S008842",2
"OTU10947","S008842",1
"OTU10799","S008842",1
"OTU11864","S008842",2
"OTU12961","S008842",1
"OTU11379","S008842",2
"OTU11336","S008842",2
"OTU12351","S008842",1
"OTU15552","S008842",2
"OTU15684","S008842",2
"OTU14299","S008842",2
"OTU10937","S008842",2
"OTU11280","S008842",2
"OTU11346","S008842",1
"OTU10210","S008842",2
"OTU15440","S008842",2
"OTU10726","S008842",2
"OTU11248","S008842",2
"OTU11676","S008842",2
"OTU13723","S008842",2
"OTU15925","S008842",2
"OTU8695","S008842",2
"OTU12821","S008842",2
"OTU17069","S008842",2
"OTU11893","S008842",2
"OTU8296","S008842",2
"OTU15423","S008842",2
"OTU9668","S008842",2
"OTU10902","S008842",2
"OTU12592","S008842",2
"OTU11894","S008842",1
"OTU15289","S008842",2
"OTU11871","S008842",1
"OTU7732","S008842",1
"OTU11140","S008842",2
"OTU11766","S008842",1
"OTU10296","S008842",2
"OTU16541","S008842",2
"OTU201","S008842",1
"OTU92","S008842",1
"OTU141","S008842",1
"OTU12663","S008842",1
"OTU2","S008843",1
"OTU6","S008843",1
"OTU7","S008843",1
"OTU10","S008843",34930
"OTU19","S008843",1
"OTU37","S008843",1
"OTU44","S008843",1
"OTU62","S008843",1
"OTU9479","S008843",2
"OTU12400","S008843",1
"OTU12231","S008843",1
"OTU9657","S008843",2
"OTU13454","S008843",1
"OTU7505","S008843",1
"OTU649","S008843",1
"OTU9904","S008843",1
"OTU14758","S008843",3
"OTU7401","S008843",3
"OTU14326","S008843",3
"OTU8267","S008843",3
"OTU7464","S008843",3
"OTU6928","S008843",3
"OTU8181","S008843",2
"OTU12217","S008843",2
"OTU7768","S008843",2
"OTU14380","S008843",2
"OTU12112","S008843",2
"OTU12149","S008843",2
"OTU12377","S008843",2
"OTU13764","S008843",2
"OTU11677","S008843",2
"OTU10343","S008843",2
"OTU11151","S008843",2
"OTU12089","S008843",2
"OTU15573","S008843",2
"OTU8307","S008843",2
"OTU14053","S008843",2
"OTU10948","S008843",2
"OTU10011","S008843",2
"OTU16442","S008843",2
"OTU10756","S008843",2
"OTU8200","S008843",2
"OTU16869","S008843",2
"OTU10730","S008843",2
"OTU14502","S008843",2
"OTU10142","S008843",2
"OTU14334","S008843",2
"OTU10933","S008843",2
"OTU14639","S008843",2
"OTU7749","S008843",2
"OTU11403","S008843",2
"OTU14688","S008843",2
"OTU12917","S008843",2
"OTU13290","S008843",2
"OTU1","S008848",1
"OTU5","S008848",1
"OTU6","S008848",26653
"OTU1687","S008848",1
"OTU74","S008848",6
"OTU5548","S008848",1
"OTU10265","S008848",1
"OTU5409","S008848",1
"OTU5106","S008848",6
"OTU6035","S008848",3
"OTU11954","S008848",3
"OTU7162","S008848",3
"OTU5229","S008848",4
"OTU8397","S008848",2
"OTU6387","S008848",1
"OTU5224","S008848",1
"OTU9618","S008848",3
"OTU10506","S008848",2
"OTU6659","S008848",3
"OTU10173","S008848",3
"OTU5001","S008848",1
"OTU10663","S008848",3
"OTU6674","S008848",2
"OTU13666","S008848",2
"OTU14734","S008848",3
"OTU10405","S008848",1
"OTU7270","S008848",3
"OTU7363","S008848",3
"OTU11193","S008848",1
"OTU6913","S008848",2
"OTU16719","S008848",3
"OTU13335","S008848",2
"OTU5958","S008848",1
"OTU16977","S008848",1
"OTU13272","S008848",2
"OTU5796","S008848",1
"OTU13907","S008848",3
"OTU7450","S008848",2
"OTU12268","S008848",3
"OTU9059","S008848",1
"OTU7306","S008848",1
"OTU6222","S008848",1
"OTU15490","S008848",2
"OTU14551","S008848",2
"OTU10021","S008848",2
"OTU17125","S008848",2
"OTU16778","S008848",1
"OTU15601","S008848",1
"OTU12306","S008848",1
"OTU16814","S008848",2
"OTU7949","S008848",3
"OTU9012","S008848",2
"OTU16635","S008848",2
"OTU8503","S008848",2
"OTU15422","S008848",1
"OTU12356","S008848",2
"OTU13445","S008848",2
"OTU13428","S008848",1
"OTU10336","S008848",1
"OTU13558","S008848",2
"OTU16739","S008848",2
"OTU16620","S008848",2
"OTU11775","S008848",2
"OTU15619","S008848",2
"OTU16849","S008848",1
"OTU14717","S008848",2
"OTU11738","S008848",2
"OTU14732","S008848",1
"OTU16661","S008848",1
"OTU12224","S008848",2
"OTU13050","S008848",2
"OTU8004","S008848",2
"OTU8907","S008848",2
"OTU10810","S008848",1
"OTU16416","S008848",1
"OTU11819","S008848",1
"OTU13660","S008848",1
"OTU16568","S008848",1
"OTU11662","S008848",2
"OTU14879","S008848",2
"OTU11627","S008848",2
"OTU14227","S008848",2
"OTU13995","S008848",1
"OTU11320","S008848",2
"OTU9646","S008848",2
"OTU16269","S008848",2
"OTU17004","S008848",1
"OTU11497","S008848",1
"OTU16210","S008848",1
"OTU11179","S008848",2
"OTU10767","S008848",2
"OTU16945","S008848",1
"OTU13573","S008848",1
"OTU12982","S008848",2
"OTU16009","S008848",2
"OTU15307","S008848",2
"OTU16691","S008848",2
"OTU15382","S008848",1
"OTU11291","S008848",1
"OTU9069","S008848",2
"OTU13106","S008848",2
"OTU9203","S008848",2
"OTU11311","S008848",2
"OTU11397","S008848",2
"OTU10643","S008848",2
"OTU9003","S008848",1
"OTU15537","S008848",1
"OTU10090","S008848",2
"OTU15037","S008848",2
"OTU11932","S008848",2
"OTU13157","S008848",2
"OTU11687","S008848",1
"OTU9883","S008848",1
"OTU10071","S008848",1
"OTU10612","S008848",2
"OTU9413","S008848",1
"OTU10736","S008848",1
"OTU11212","S008848",2
"OTU15059","S008848",2
"OTU15632","S008848",2
"OTU7825","S008848",2
"OTU15011","S008848",2
"OTU14051","S008848",1
"OTU15381","S008848",1
"OTU9204","S008848",2
"OTU14899","S008848",2
"OTU16791","S008848",1
"OTU15598","S008848",1
"OTU10182","S008848",1
"OTU15195","S008848",1
"OTU7945","S008848",2
"OTU7972","S008848",1
"OTU12284","S008848",2
"OTU8346","S008848",2
"OTU3587","S008848",1
"OTU2","S008849",1
"OTU5","S008849",151
"OTU9","S008849",11741
"OTU44","S008849",1
"OTU60","S008849",1
"OTU164","S008849",1
"OTU12400","S008849",1
"OTU12231","S008849",1
"OTU7903","S008849",1
"OTU12614","S008849",1
"OTU1605","S008849",17
"OTU8724","S008849",1
"OTU3172","S008849",2
"OTU2940","S008849",5
"OTU5317","S008849",1
"OTU7370","S008849",3
"OTU5100","S008849",1
"OTU4633","S008849",1
"OTU5589","S008849",1
"OTU6992","S008849",1
"OTU5149","S008849",1
"OTU8627","S008849",1
"OTU6289","S008849",1
"OTU7555","S008849",1
"OTU11747","S008849",1
"OTU16120","S008849",1
"OTU6499","S008849",1
"OTU15856","S008849",1
"OTU6020","S008849",1
"OTU7189","S008849",1
"OTU11208","S008849",2
"OTU12646","S008849",1
"OTU14645","S008849",1
"OTU16567","S008849",1
"OTU7742","S008849",1
"OTU11831","S008849",1
"OTU9405","S008849",2
"OTU12017","S008849",1
"OTU8440","S008849",1
"OTU16365","S008849",2
"OTU16364","S008849",1
"OTU13234","S008849",1
"OTU15234","S008849",1
"OTU13181","S008849",2
"OTU11174","S008849",1
"OTU9243","S008849",2
"OTU10439","S008849",1
"OTU4","S008850",1
"OTU3","S008850",1
"OTU31","S008850",1
"OTU41","S008850",24481
"OTU45","S008850",1
"OTU69","S008850",1
"OTU80","S008850",1
"OTU15114","S008850",269
"OTU9479","S008850",2
"OTU12231","S008850",1
"OTU948","S008850",77
"OTU9657","S008850",2
"OTU13545","S008850",2
"OTU8517","S008850",1
"OTU9729","S008850",1
"OTU12614","S008850",1
"OTU10547","S008850",31
"OTU78","S008850",1
"OTU4036","S008850",10
"OTU6811","S008850",7
"OTU5469","S008850",1
"OTU11407","S008850",5
"OTU6080","S008850",5
"OTU5462","S008850",5
"OTU11496","S008850",4
"OTU5887","S008850",4
"OTU13585","S008850",3
"OTU14097","S008850",3
"OTU5827","S008850",3
"OTU6111","S008850",3
"OTU11238","S008850",3
"OTU15328","S008850",3
"OTU14574","S008850",3
"OTU9324","S008850",3
"OTU15404","S008850",3
"OTU6758","S008850",3
"OTU10215","S008850",3
"OTU14273","S008850",3
"OTU6193","S008850",3
"OTU7014","S008850",3
"OTU6124","S008850",3
"OTU6148","S008850",3
"OTU6578","S008850",3
"OTU8766","S008850",2
"OTU14408","S008850",2
"OTU12058","S008850",2
"OTU17045","S008850",2
"OTU9552","S008850",2
"OTU15651","S008850",2
"OTU10571","S008850",2
"OTU13919","S008850",2
"OTU13055","S008850",2
"OTU12864","S008850",2
"OTU12161","S008850",2
"OTU16727","S008850",2
"OTU15062","S008850",2
"OTU9485","S008850",2
"OTU15101","S008850",2
"OTU11446","S008850",2
"OTU8444","S008850",2
"OTU16116","S008850",2
"OTU11153","S008850",2
"OTU8899","S008850",2
"OTU17122","S008850",2
"OTU9497","S008850",2
"OTU8216","S008850",2
"OTU9535","S008850",2
"OTU12984","S008850",2
"OTU8449","S008850",2
"OTU10326","S008850",2
"OTU15385","S008850",2
"OTU10272","S008850",2
"OTU10084","S008850",2
"OTU12703","S008850",2
"OTU13998","S008850",2
"OTU13931","S008850",2
"OTU12813","S008850",2
"OTU15765","S008850",2
"OTU8010","S008850",2
"OTU14911","S008850",2
"OTU7715","S008850",2
"OTU11160","S008850",2
"OTU8061","S008850",2
"OTU10965","S008850",2
"OTU8654","S008850",2
"OTU8273","S008850",2
"OTU9961","S008850",2
"OTU1687","S008851",1
"OTU36","S008851",1
"OTU33","S008851",1
"OTU68","S008851",17908
"OTU75","S008851",7
"OTU70","S008851",1
"OTU379","S008851",1247
"OTU104","S008851",896
"OTU1651","S008851",300
"OTU370","S008851",112
"OTU4488","S008851",98
"OTU13454","S008851",2
"OTU1399","S008851",3
"OTU1552","S008851",61
"OTU1347","S008851",58
"OTU5388","S008851",58
"OTU3545","S008851",52
"OTU5338","S008851",51
"OTU12869","S008851",50
"OTU3245","S008851",49
"OTU1292","S008851",48
"OTU4891","S008851",47
"OTU9729","S008851",1
"OTU14016","S008851",42
"OTU11374","S008851",41
"OTU5018","S008851",41
"OTU5356","S008851",40
"OTU11743","S008851",40
"OTU6731","S008851",38
"OTU10884","S008851",38
"OTU5221","S008851",36
"OTU11464","S008851",36
"OTU6319","S008851",35
"OTU16471","S008851",1
"OTU11591","S008851",34
"OTU6434","S008851",34
"OTU4736","S008851",34
"OTU1644","S008851",33
"OTU11699","S008851",33
"OTU5438","S008851",33
"OTU5407","S008851",32
"OTU13717","S008851",32
"OTU1704","S008851",32
"OTU6042","S008851",32
"OTU15267","S008851",32
"OTU5494","S008851",31
"OTU7194","S008851",31
"OTU5772","S008851",30
"OTU4788","S008851",30
"OTU12978","S008851",30
"OTU13422","S008851",30
"OTU1791","S008851",29
"OTU4295","S008851",29
"OTU1733","S008851",29
"OTU13646","S008851",29
"OTU1846","S008851",29
"OTU11108","S008851",3
"OTU10840","S008851",28
"OTU1825","S008851",27
"OTU8353","S008851",27
"OTU5119","S008851",27
"OTU15502","S008851",26
"OTU15565","S008851",26
"OTU6779","S008851",25
"OTU5869","S008851",25
"OTU2063","S008851",24
"OTU1885","S008851",25
"OTU14728","S008851",24
"OTU13691","S008851",24
"OTU2222","S008851",24
"OTU7521","S008851",23
"OTU4976","S008851",23
"OTU2020","S008851",23
"OTU7299","S008851",23
"OTU15840","S008851",23
"OTU6037","S008851",22
"OTU5600","S008851",22
"OTU6904","S008851",22
"OTU13254","S008851",22
"OTU7380","S008851",21
"OTU15282","S008851",21
"OTU2475","S008851",21
"OTU2319","S008851",21
"OTU2113","S008851",20
"OTU6821","S008851",20
"OTU2738","S008851",20
"OTU15681","S008851",20
"OTU2640","S008851",20
"OTU6453","S008851",20
"OTU2408","S008851",20
"OTU2305","S008851",20
"OTU2672","S008851",19
"OTU2583","S008851",19
"OTU2443","S008851",19
"OTU2351","S008851",19
"OTU14755","S008851",19
"OTU2708","S008851",18
"OTU6345","S008851",18
"OTU2127","S008851",18
"OTU7431","S008851",18
"OTU2833","S008851",18
"OTU2574","S008851",17
"OTU2424","S008851",17
"OTU8306","S008851",17
"OTU2105","S008851",17
"OTU2187","S008851",17
"OTU2827","S008851",16
"OTU15580","S008851",16
"OTU3072","S008851",16
"OTU2553","S008851",16
"OTU2701","S008851",16
"OTU2635","S008851",16
"OTU4746","S008851",16
"OTU2453","S008851",16
"OTU2702","S008851",16
"OTU2826","S008851",16
"OTU2727","S008851",16
"OTU2611","S008851",16
"OTU2334","S008851",15
"OTU2676","S008851",15
"OTU12380","S008851",15
"OTU2655","S008851",15
"OTU2770","S008851",15
"OTU4849","S008851",15
"OTU3342","S008851",14
"OTU2783","S008851",14
"OTU3310","S008851",14
"OTU3346","S008851",14
"OTU2636","S008851",14
"OTU2562","S008851",14
"OTU4663","S008851",14
"OTU2878","S008851",14
"OTU3034","S008851",14
"OTU3242","S008851",7
"OTU3602","S008851",13
"OTU3059","S008851",13
"OTU2885","S008851",13
"OTU3122","S008851",13
"OTU3042","S008851",12
"OTU2862","S008851",12
"OTU3076","S008851",12
"OTU4175","S008851",11
"OTU15733","S008851",11
"OTU3066","S008851",11
"OTU3558","S008851",11
"OTU4699","S008851",11
"OTU3869","S008851",11
"OTU3093","S008851",11
"OTU9297","S008851",11
"OTU13846","S008851",11
"OTU3904","S008851",10
"OTU7484","S008851",10
"OTU3550","S008851",10
"OTU3556","S008851",10
"OTU3659","S008851",10
"OTU3590","S008851",9
"OTU4897","S008851",9
"OTU15180","S008851",9
"OTU3616","S008851",8
"OTU4417","S008851",8
"OTU4508","S008851",8
"OTU4099","S008851",8
"OTU4750","S008851",8
"OTU5505","S008851",8
"OTU5244","S008851",7
"OTU4770","S008851",7
"OTU4218","S008851",7
"OTU4740","S008851",7
"OTU4530","S008851",7
"OTU4382","S008851",7
"OTU3861","S008851",7
"OTU4097","S008851",6
"OTU4002","S008851",6
"OTU4225","S008851",6
"OTU15741","S008851",6
"OTU5128","S008851",6
"OTU13379","S008851",6
"OTU4113","S008851",6
"OTU6083","S008851",6
"OTU6680","S008851",6
"OTU6647","S008851",5
"OTU5118","S008851",5
"OTU5766","S008851",5
"OTU6549","S008851",5
"OTU4963","S008851",5
"OTU4957","S008851",5
"OTU5352","S008851",5
"OTU4321","S008851",5
"OTU15746","S008851",5
"OTU4598","S008851",5
"OTU4536","S008851",5
"OTU7374","S008851",5
"OTU6365","S008851",5
"OTU4307","S008851",5
"OTU14724","S008851",5
"OTU8441","S008851",4
"OTU4933","S008851",4
"OTU7904","S008851",4
"OTU16127","S008851",4
"OTU6644","S008851",4
"OTU12934","S008851",4
"OTU7001","S008851",4
"OTU14363","S008851",4
"OTU10814","S008851",4
"OTU6194","S008851",4
"OTU16579","S008851",4
"OTU7442","S008851",4
"OTU4902","S008851",4
"OTU4805","S008851",4
"OTU5412","S008851",4
"OTU7617","S008851",4
"OTU4873","S008851",4
"OTU6724","S008851",4
"OTU6213","S008851",4
"OTU13996","S008851",4
"OTU9150","S008851",4
"OTU5141","S008851",4
"OTU6328","S008851",3
"OTU6639","S008851",3
"OTU13602","S008851",3
"OTU7553","S008851",3
"OTU8633","S008851",3
"OTU9556","S008851",3
"OTU6486","S008851",3
"OTU16135","S008851",3
"OTU12929","S008851",3
"OTU7177","S008851",3
"OTU6145","S008851",3
"OTU6917","S008851",3
"OTU15185","S008851",3
"OTU12598","S008851",3
"OTU5676","S008851",3
"OTU15403","S008851",3
"OTU6208","S008851",3
"OTU6682","S008851",3
"OTU14897","S008851",3
"OTU11095","S008851",3
"OTU9046","S008851",2
"OTU10631","S008851",2
"OTU12193","S008851",2
"OTU11986","S008851",2
"OTU11235","S008851",2
"OTU14429","S008851",2
"OTU8000","S008851",2
"OTU8039","S008851",2
"OTU12194","S008851",2
"OTU15605","S008851",2
"OTU12588","S008851",2
"OTU14454","S008851",2
"OTU13530","S008851",2
"OTU9348","S008851",2
"OTU13567","S008851",2
"OTU12212","S008851",2
"OTU12749","S008851",2
"OTU16893","S008851",2
"OTU8468","S008851",2
"OTU15359","S008851",2
"OTU13872","S008851",2
"OTU13987","S008851",2
"OTU13952","S008851",2
"OTU10312","S008851",2
"OTU13263","S008851",2
"OTU14098","S008851",2
"OTU11469","S008851",2
"OTU9801","S008851",2
"OTU11316","S008851",2
"OTU16300","S008851",2
"OTU8889","S008851",2
"OTU14355","S008851",2
"OTU16177","S008851",2
"OTU16000","S008851",2
"OTU8515","S008851",2
"OTU14236","S008851",2
"OTU15567","S008851",2
"OTU17096","S008851",2
"OTU17094","S008851",2
"OTU11377","S008851",2
"OTU16012","S008851",2
"OTU12458","S008851",2
"OTU8250","S008851",2
"OTU9999","S008851",2
"OTU15702","S008851",2
"OTU11531","S008851",2
"OTU10815","S008851",2
"OTU7942","S008851",2
"OTU14898","S008851",2
"OTU15097","S008851",2
"OTU15903","S008851",2
"OTU10054","S008851",2
"OTU10231","S008851",2
"OTU8060","S008851",2
"OTU13921","S008851",2
"OTU13348","S008851",2
"OTU7890","S008851",2
"OTU13654","S008851",2
"OTU1","S008852",1
"OTU24","S008852",1
"OTU6","S008852",1
"OTU9","S008852",5
"OTU16","S008852",34824
"OTU21","S008852",1
"OTU44","S008852",1
"OTU42","S008852",5
"OTU70","S008852",1
"OTU7185","S008852",382
"OTU8804","S008852",176
"OTU4045","S008852",99
"OTU12400","S008852",2
"OTU6170","S008852",79
"OTU9657","S008852",1
"OTU899","S008852",73
"OTU15132","S008852",71
"OTU11103","S008852",71
"OTU3565","S008852",67
"OTU706","S008852",1
"OTU7505","S008852",1
"OTU13545","S008852",2
"OTU9263","S008852",60
"OTU9904","S008852",1
"OTU960","S008852",52
"OTU14279","S008852",53
"OTU10407","S008852",39
"OTU1840","S008852",34
"OTU2237","S008852",30
"OTU11523","S008852",29
"OTU2299","S008852",27
"OTU2523","S008852",21
"OTU2761","S008852",19
"OTU2873","S008852",18
"OTU10083","S008852",15
"OTU3073","S008852",13
"OTU3490","S008852",10
"OTU3386","S008852",9
"OTU6225","S008852",9
"OTU5957","S008852",8
"OTU3695","S008852",8
"OTU5802","S008852",8
"OTU3524","S008852",8
"OTU4059","S008852",7
"OTU6019","S008852",7
"OTU15642","S008852",7
"OTU4053","S008852",7
"OTU7885","S008852",7
"OTU3799","S008852",7
"OTU3932","S008852",7
"OTU11953","S008852",7
"OTU4319","S008852",7
"OTU3681","S008852",7
"OTU4754","S008852",7
"OTU4267","S008852",6
"OTU7044","S008852",6
"OTU6719","S008852",6
"OTU4912","S008852",6
"OTU15484","S008852",6
"OTU4839","S008852",6
"OTU4929","S008852",6
"OTU5569","S008852",6
"OTU10558","S008852",6
"OTU3980","S008852",6
"OTU10303","S008852",6
"OTU7248","S008852",5
"OTU7417","S008852",5
"OTU5401","S008852",5
"OTU5216","S008852",5
"OTU13999","S008852",5
"OTU9411","S008852",5
"OTU4481","S008852",5
"OTU4696","S008852",5
"OTU10690","S008852",5
"OTU6961","S008852",5
"OTU4521","S008852",5
"OTU10494","S008852",5
"OTU13853","S008852",5
"OTU8886","S008852",4
"OTU7210","S008852",4
"OTU7982","S008852",4
"OTU12803","S008852",4
"OTU12290","S008852",4
"OTU11256","S008852",4
"OTU12812","S008852",4
"OTU7958","S008852",4
"OTU6877","S008852",4
"OTU5847","S008852",4
"OTU10786","S008852",4
"OTU6688","S008852",4
"OTU15281","S008852",4
"OTU16820","S008852",4
"OTU5157","S008852",4
"OTU2329","S008852",1
"OTU7440","S008852",3
"OTU13261","S008852",3
"OTU11351","S008852",3
"OTU9690","S008852",3
"OTU16969","S008852",3
"OTU15538","S008852",3
"OTU15116","S008852",3
"OTU14011","S008852",3
"OTU16905","S008852",3
"OTU8837","S008852",3
"OTU7135","S008852",3
"OTU10659","S008852",3
"OTU8857","S008852",3
"OTU9316","S008852",3
"OTU8902","S008852",3
"OTU5971","S008852",3
"OTU10783","S008852",3
"OTU6581","S008852",3
"OTU12940","S008852",3
"OTU5787","S008852",3
"OTU7909","S008852",3
"OTU5779","S008852",3
"OTU7239","S008852",3
"OTU16195","S008852",3
"OTU9910","S008852",3
"OTU6762","S008852",3
"OTU14781","S008852",3
"OTU6956","S008852",3
"OTU17095","S008852",3
"OTU6482","S008852",3
"OTU8401","S008852",3
"OTU8342","S008852",3
"OTU9918","S008852",2
"OTU9173","S008852",2
"OTU14977","S008852",2
"OTU8559","S008852",2
"OTU16350","S008852",2
"OTU9598","S008852",2
"OTU14918","S008852",2
"OTU17051","S008852",2
"OTU16975","S008852",2
"OTU7894","S008852",2
"OTU15156","S008852",2
"OTU14377","S008852",2
"OTU14352","S008852",2
"OTU16818","S008852",2
"OTU17154","S008852",2
"OTU9761","S008852",2
"OTU11632","S008852",2
"OTU11392","S008852",2
"OTU14415","S008852",2
"OTU14012","S008852",2
"OTU12105","S008852",2
"OTU8341","S008852",2
"OTU9509","S008852",2
"OTU8447","S008852",2
"OTU14677","S008852",2
"OTU13814","S008852",2
"OTU16738","S008852",2
"OTU16986","S008852",2
"OTU15951","S008852",2
"OTU11657","S008852",2
"OTU13733","S008852",2
"OTU16943","S008852",2
"OTU10200","S008852",2
"OTU16890","S008852",2
"OTU11777","S008852",2
"OTU14067","S008852",2
"OTU8097","S008852",2
"OTU16421","S008852",2
"OTU13277","S008852",2
"OTU13551","S008852",2
"OTU11487","S008852",2
"OTU12331","S008852",2
"OTU16447","S008852",2
"OTU14604","S008852",2
"OTU11413","S008852",2
"OTU16502","S008852",2
"OTU11516","S008852",2
"OTU16504","S008852",2
"OTU15995","S008852",2
"OTU10859","S008852",2
"OTU13858","S008852",2
"OTU9432","S008852",2
"OTU9767","S008852",2
"OTU12293","S008852",2
"OTU15730","S008852",2
"OTU10316","S008852",2
"OTU8258","S008852",2
"OTU9486","S008852",2
"OTU15276","S008852",2
"OTU15635","S008852",2
"OTU10627","S008852",2
"OTU10620","S008852",2
"OTU10923","S008852",2
"OTU14291","S008852",2
"OTU10964","S008852",2
"OTU10013","S008852",2
"OTU14389","S008852",2
"OTU10782","S008852",2
"OTU11787","S008852",2
"OTU16609","S008852",2
"OTU10044","S008852",2
"OTU14000","S008852",2
"OTU8014","S008852",2
"OTU16414","S008852",2
"OTU9970","S008852",2
"OTU9043","S008852",2
"OTU9002","S008852",2
"OTU16697","S008852",2
"OTU15408","S008852",2
"OTU8253","S008852",2
"OTU10261","S008852",2
"OTU7997","S008852",2
"OTU17150","S008852",2
"OTU10454","S008852",2
"OTU10117","S008852",2
"OTU13401","S008852",2
"OTU10586","S008852",2
"OTU11484","S008852",2
"OTU15217","S008852",2
"OTU13382","S008852",2
"OTU15023","S008852",2
"OTU13426","S008852",2
"OTU10696","S008852",2
"OTU8765","S008852",2
"OTU24","S008853",31143
"OTU6","S008853",1
"OTU7","S008853",1
"OTU9","S008853",1
"OTU13","S008853",68
"OTU15","S008853",1
"OTU39","S008853",1
"OTU42","S008853",11
"OTU57","S008853",1
"OTU157","S008853",2
"OTU208","S008853",1
"OTU317","S008853",1
"OTU560","S008853",1
"OTU12400","S008853",3
"OTU9657","S008853",1
"OTU13454","S008853",3
"OTU743","S008853",1
"OTU7505","S008853",1
