"OTU.ID","Sample","Proportion"
"OTU16072","S009077",0.002260739
"OTU2259","S009077",0.004869283
"OTU13202","S009077",0.002086836
"OTU52764","S009077",0.000405774
"OTU4375","S009077",0.005622862
"OTU1439","S009077",0.00173903
"OTU47832","S009077",0.001623094
"OTU30010","S009077",0.000115935
"OTU2677","S009077",0.002782447
"OTU1752","S009077",0.000115935
"OTU5539","S009077",0.001159353
"OTU3346","S009077",0.000173903
"OTU14526","S009077",0.000869515
"OTU53175","S009077",0.000463741
"OTU9489","S009077",5.8e-05
"OTU47141","S009077",0.000173903
"OTU2700","S009077",0.000173903
"OTU1023","S009077",0.000115935
"OTU53045","S009077",0.000405774
"OTU1790","S009077",0.000347806
"OTU4227","S009077",5.8e-05
"OTU97283","S009077",0.00075358
"OTU26541","S009077",5.8e-05
"OTU70964","S009077",0.006492377
"OTU91370","S009077",5.8e-05
"OTU22483","S009077",5.8e-05
"OTU5609","S009077",0.000231871
"OTU17328","S009077",0.000521709
"OTU1664","S009077",5.8e-05
"OTU6323","S009077",0.000115935
"OTU12968","S009077",0.001507159
"OTU1268","S009077",5.8e-05
"OTU82364","S009077",0.000115935
"OTU549","S009077",5.8e-05
"OTU69608","S009077",0.000173903
"OTU20438","S009077",0.000115935
"OTU479","S009077",5.8e-05
"OTU76131","S009077",0.0019709
"OTU52676","S009077",5.8e-05
"OTU169","S009077",0.000115935
"OTU3291","S009077",0.000173903
"OTU4372","S009077",5.8e-05
"OTU3076","S009077",5.8e-05
"OTU88759","S009077",5.8e-05
"OTU61101","S009077",5.8e-05
"OTU44875","S009077",5.8e-05
"OTU73085","S009077",0.000115935
"OTU18620","S009077",0.000637644
"OTU40931","S009077",5.8e-05
"OTU23071","S009077",5.8e-05
"OTU64126","S009077",5.8e-05
"OTU1519","S009077",0.000173903
"OTU57633","S009077",0.000289838
"OTU4231","S009077",5.8e-05
"OTU5757","S009077",5.8e-05
"OTU65409","S009077",5.8e-05
"OTU84387","S009077",0.000173903
"OTU43621","S009077",5.8e-05
"OTU1236","S009077",5.8e-05
"OTU31006","S009077",5.8e-05
"OTU86656","S009077",0.000115935
"OTU8362","S009077",5.8e-05
"OTU65410","S009077",5.8e-05
"OTU19955","S009077",5.8e-05
"OTU150","S009084",0.676983386
"OTU956","S009084",0.195034534
"OTU1199","S009084",0.06089229
"OTU776","S009084",0.001456039
"OTU55764","S009084",0.008437558
"OTU35295","S009084",0.013216352
"OTU26338","S009084",0.003546761
"OTU8497","S009084",3.73e-05
"OTU16072","S009084",0.005450812
"OTU2259","S009084",0.005898824
"OTU13202","S009084",0.003136084
"OTU4375","S009084",0.000821355
"OTU1439","S009084",0.002352063
"OTU47832","S009084",0.00164271
"OTU30010","S009084",0.000933358
"OTU2677","S009084",0.001194699
"OTU1752","S009084",0.001568042
"OTU5539","S009084",0.001194699
"OTU3346","S009084",0.000186672
"OTU14526","S009084",0.000784021
"OTU53175","S009084",0.00112003
"OTU84913","S009084",0.000672018
"OTU9489","S009084",0.000149337
"OTU47141","S009084",0.000709352
"OTU13209","S009084",3.73e-05
"OTU2700","S009084",0.000224006
"OTU1023","S009084",0.000410678
"OTU53045","S009084",0.000485346
"OTU1790","S009084",0.000336009
"OTU41409","S009084",3.73e-05
"OTU4227","S009084",0.00026134
"OTU97283","S009084",3.73e-05
"OTU27230","S009084",0.008250887
"OTU36484","S009084",0.000149337
"OTU60088","S009084",0.000186672
"OTU105827","S009084",0.000186672
"OTU23860","S009084",7.47e-05
"OTU26541","S009084",7.47e-05
"OTU91370","S009084",7.47e-05
"OTU1123","S009084",3.73e-05
"OTU50986","S009084",7.47e-05
"OTU5609","S009084",0.000112003
"OTU20785","S009084",0.000112003
"OTU17328","S009084",3.73e-05
"OTU102408","S009084",0.000112003
"OTU38397","S009084",0.000112003
"OTU14378","S009084",3.73e-05
"OTU82364","S009084",3.73e-05
"OTU60086","S009084",7.47e-05
"OTU69608","S009084",3.73e-05
"OTU20438","S009084",7.47e-05
"OTU30087","S009084",7.47e-05
"OTU58978","S009084",7.47e-05
"OTU47187","S009084",3.73e-05
"OTU27244","S009084",3.73e-05
"OTU53053","S009084",3.73e-05
"OTU17354","S009084",3.73e-05
"OTU24667","S009084",3.73e-05
"OTU3203","S009084",7.47e-05
"OTU30009","S009084",3.73e-05
"OTU7117","S009084",3.73e-05
"OTU45000","S009084",7.47e-05
"OTU40384","S009084",3.73e-05
"OTU29392","S009084",3.73e-05
"OTU27638","S009084",3.73e-05
"OTU82815","S009084",3.73e-05
"OTU11085","S009084",7.47e-05
"OTU30204","S009084",3.73e-05
"OTU63761","S009084",3.73e-05
"OTU259","S009084",3.73e-05
"OTU150","S009085",0.33795767
"OTU956","S009085",0.452587672
"OTU1199","S009085",0.142005253
"OTU181","S009085",3.09e-05
"OTU776","S009085",0.000834235
"OTU55764","S009085",0.007600803
"OTU26338","S009085",0.010906844
"OTU8497","S009085",9.27e-05
"OTU16072","S009085",0.008249652
"OTU2259","S009085",0.005159895
"OTU13202","S009085",0.001235903
"OTU4375","S009085",0.000278078
"OTU8807","S009085",6.18e-05
"OTU1439","S009085",0.001637571
"OTU47832","S009085",0.000926927
"OTU30010","S009085",0.003707709
"OTU2677","S009085",0.000834235
"OTU1752","S009085",0.002626294
"OTU5539","S009085",0.001081415
"OTU3346","S009085",3.09e-05
"OTU14526","S009085",0.000834235
"OTU53175","S009085",0.001544879
"OTU84913","S009085",0.000957825
"OTU9489","S009085",0.000587054
"OTU666","S009085",3.09e-05
"OTU47141","S009085",0.000308976
"OTU13209","S009085",6.18e-05
"OTU2700","S009085",0.000401668
"OTU1023","S009085",0.000494361
"OTU53045","S009085",6.18e-05
"OTU1790","S009085",0.000247181
"OTU4227","S009085",0.000432566
"OTU97283","S009085",6.18e-05
"OTU62838","S009085",0.008373243
"OTU36484","S009085",0.000216283
"OTU60088","S009085",0.000370771
"OTU105827","S009085",0.000278078
"OTU23860","S009085",0.000247181
"OTU26541","S009085",0.000216283
"OTU91370","S009085",9.27e-05
"OTU1123","S009085",6.18e-05
"OTU50986","S009085",0.000278078
"OTU22483","S009085",0.000216283
"OTU20785","S009085",0.00012359
"OTU17328","S009085",3.09e-05
"OTU102408","S009085",6.18e-05
"OTU38397","S009085",3.09e-05
"OTU23813","S009085",3.09e-05
"OTU16029","S009085",0.00293527
"OTU82364","S009085",3.09e-05
"OTU37464","S009085",0.000278078
"OTU60086","S009085",0.00012359
"OTU42858","S009085",0.000154488
"OTU20438","S009085",3.09e-05
"OTU479","S009085",3.09e-05
"OTU85568","S009085",3.09e-05
"OTU52676","S009085",3.09e-05
"OTU30087","S009085",6.18e-05
"OTU58978","S009085",0.00012359
"OTU93076","S009085",3.09e-05
"OTU47187","S009085",3.09e-05
"OTU948","S009085",3.09e-05
"OTU27244","S009085",6.18e-05
"OTU3076","S009085",3.09e-05
"OTU3203","S009085",3.09e-05
"OTU73085","S009085",3.09e-05
"OTU45932","S009085",3.09e-05
"OTU36577","S009085",6.18e-05
"OTU3632","S009085",6.18e-05
"OTU23071","S009085",3.09e-05
"OTU28151","S009085",0.000339873
"OTU54842","S009085",6.18e-05
"OTU24997","S009085",0.00012359
"OTU84459","S009085",3.09e-05
"OTU45000","S009085",3.09e-05
"OTU49872","S009085",3.09e-05
"OTU69958","S009085",3.09e-05
"OTU3481","S009085",3.09e-05
"OTU29392","S009085",3.09e-05
"OTU27638","S009085",3.09e-05
"OTU4996","S009085",6.18e-05
"OTU54832","S009085",3.09e-05
"OTU56272","S009085",6.18e-05
"OTU41729","S009085",3.09e-05
"OTU758","S009085",6.18e-05
"OTU19750","S009085",3.09e-05
"OTU18209","S009085",3.09e-05
"OTU15756","S009085",3.09e-05
"OTU32413","S009085",6.18e-05
"OTU91020","S009085",3.09e-05
"OTU386","S009085",3.09e-05
"OTU32427","S009085",3.09e-05
"OTU150","S009086",0.846787248
"OTU956","S009086",0.011049335
"OTU1199","S009086",0.003941164
"OTU8142","S009086",0.029347597
"OTU2648","S009086",0.060665775
"OTU181","S009086",0.004926455
"OTU776","S009086",0.000844535
"OTU55764","S009086",0.008726863
"OTU96376","S009086",0.000703779
"OTU26338","S009086",0.000281512
"OTU8497","S009086",7.04e-05
"OTU16072","S009086",0.001126047
"OTU2259","S009086",0.008445352
"OTU24731","S009086",0.000281512
"OTU13202","S009086",0.002744739
"OTU52764","S009086",0.00035189
"OTU4375","S009086",0.001900204
"OTU1439","S009086",0.001477937
"OTU47832","S009086",0.001477937
"OTU2677","S009086",0.001829826
"OTU5539","S009086",0.000774157
"OTU3346","S009086",0.000211134
"OTU4186","S009086",0.000211134
"OTU14526","S009086",0.000985291
"OTU53175","S009086",0.001055669
"OTU84913","S009086",7.04e-05
"OTU10453","S009086",0.000633401
"OTU20411","S009086",0.002955873
"OTU53045","S009086",0.00035189
"OTU1790","S009086",0.000281512
"OTU5185","S009086",0.000492646
"OTU91370","S009086",7.04e-05
"OTU3650","S009086",0.000633401
"OTU51","S009086",0.000844535
"OTU17328","S009086",7.04e-05
"OTU12968","S009086",0.000844535
"OTU15064","S009086",7.04e-05
"OTU613","S009086",0.001196425
"OTU82364","S009086",0.000140756
"OTU69608","S009086",7.04e-05
"OTU20438","S009086",0.000140756
"OTU479","S009086",0.000140756
"OTU53053","S009086",7.04e-05
"OTU17354","S009086",7.04e-05
"OTU1213","S009086",7.04e-05
"OTU24667","S009086",7.04e-05
"OTU88759","S009086",7.04e-05
"OTU91071","S009086",7.04e-05
"OTU100","S009086",7.04e-05
"OTU13997","S009086",7.04e-05
"OTU3248","S009086",7.04e-05
"OTU13950","S009086",7.04e-05
"OTU91562","S009086",7.04e-05
"OTU150","S009087",0.743007143
"OTU956","S009087",0.007745933
"OTU1199","S009087",0.002926242
"OTU8142","S009087",0.190463895
"OTU776","S009087",0.001377055
"OTU55764","S009087",0.008692659
"OTU96376","S009087",0.018934504
"OTU26338","S009087",0.000172132
"OTU8497","S009087",8.61e-05
"OTU16072","S009087",0.000516396
"OTU2259","S009087",0.006110681
"OTU13202","S009087",0.003012307
"OTU52764","S009087",0.000516396
"OTU4375","S009087",0.001032791
"OTU1439","S009087",0.003012307
"OTU47832","S009087",0.002581978
"OTU30010","S009087",0.000172132
"OTU2677","S009087",0.001807384
"OTU5539","S009087",0.001290989
"OTU3346","S009087",8.61e-05
"OTU14526","S009087",0.000860659
"OTU53175","S009087",0.000344264
"OTU13209","S009087",8.61e-05
"OTU53045","S009087",0.000258198
"OTU1790","S009087",0.000516396
"OTU97283","S009087",0.00043033
"OTU91370","S009087",0.000172132
"OTU1123","S009087",8.61e-05
"OTU5609","S009087",8.61e-05
"OTU17328","S009087",0.000602461
"OTU38397","S009087",0.000602461
"OTU16029","S009087",0.000258198
"OTU14378","S009087",8.61e-05
"OTU20438","S009087",0.000172132
"OTU479","S009087",8.61e-05
"OTU85568","S009087",8.61e-05
"OTU52676","S009087",0.000172132
"OTU53053","S009087",0.000172132
"OTU17354","S009087",8.61e-05
"OTU1213","S009087",8.61e-05
"OTU73085","S009087",8.61e-05
"OTU69806","S009087",8.61e-05
"OTU36577","S009087",8.61e-05
"OTU1519","S009087",8.61e-05
"OTU57633","S009087",0.000172132
"OTU45000","S009087",0.000172132
"OTU102761","S009087",8.61e-05
"OTU13044","S009087",8.61e-05
"OTU5757","S009087",8.61e-05
"OTU97703","S009087",8.61e-05
"OTU5868","S009087",8.61e-05
"OTU98242","S009087",8.61e-05
"OTU150","S009090",0.201258283
"OTU956","S009090",0.157218392
"OTU1199","S009090",0.06170939
"OTU776","S009090",0.330499967
"OTU55764","S009090",0.002208688
"OTU35295","S009090",0.173214644
"OTU26338","S009090",0.007763871
"OTU8497","S009090",0.016665551
"OTU16072","S009090",0.002141758
"OTU2259","S009090",0.002543337
"OTU79705","S009090",0.016665551
"OTU13202","S009090",0.000669299
"OTU52764","S009090",6.69e-05
"OTU4375","S009090",0.000602369
"OTU1439","S009090",0.001405528
"OTU47832","S009090",0.001874038
"OTU30010","S009090",0.000803159
"OTU2677","S009090",0.001137809
"OTU1752","S009090",0.001003949
"OTU5539","S009090",0.00033465
"OTU14526","S009090",0.001204739
"OTU53175","S009090",0.00040158
"OTU84913","S009090",0.000803159
"OTU9489","S009090",0.00020079
"OTU47141","S009090",6.69e-05
"OTU2700","S009090",0.00026772
"OTU53045","S009090",0.00020079
"OTU1790","S009090",6.69e-05
"OTU41409","S009090",6.69e-05
"OTU4227","S009090",0.00026772
"OTU60088","S009090",6.69e-05
"OTU105827","S009090",0.00013386
"OTU23860","S009090",6.69e-05
"OTU91370","S009090",0.00013386
"OTU1123","S009090",0.003881936
"OTU50986","S009090",0.00020079
"OTU22483","S009090",6.69e-05
"OTU5609","S009090",0.003346496
"OTU17328","S009090",0.00013386
"OTU6323","S009090",0.00040158
"OTU23813","S009090",0.00013386
"OTU14378","S009090",0.000870089
"OTU1268","S009090",6.69e-05
"OTU15064","S009090",0.00013386
"OTU82364","S009090",6.69e-05
"OTU37464","S009090",6.69e-05
"OTU69608","S009090",0.00040158
"OTU42858","S009090",0.00013386
"OTU85568","S009090",0.000803159
"OTU30087","S009090",6.69e-05
"OTU58978","S009090",6.69e-05
"OTU93076","S009090",6.69e-05
"OTU948","S009090",6.69e-05
"OTU3203","S009090",6.69e-05
"OTU17726","S009090",0.000803159
"OTU95802","S009090",0.000803159
"OTU40931","S009090",6.69e-05
"OTU102257","S009090",6.69e-05
"OTU69806","S009090",0.00026772
"OTU52817","S009090",0.00013386
"OTU54842","S009090",0.00020079
"OTU13174","S009090",0.000535439
"OTU24997","S009090",0.00026772
"OTU13044","S009090",0.00020079
"OTU26736","S009090",6.69e-05
"OTU4231","S009090",6.69e-05
"OTU78390","S009090",6.69e-05
"OTU64969","S009090",0.00020079
"OTU55370","S009090",0.00020079
"OTU13118","S009090",0.00013386
"OTU19212","S009090",0.00013386
"OTU16589","S009090",0.00013386
"OTU96067","S009090",0.00013386
"OTU10477","S009090",0.00013386
"OTU41729","S009090",6.69e-05
"OTU4983","S009090",6.69e-05
"OTU89573","S009090",6.69e-05
"OTU16686","S009090",6.69e-05
"OTU72274","S009090",6.69e-05
"OTU64968","S009090",6.69e-05
"OTU41060","S009090",6.69e-05
"OTU72897","S009090",6.69e-05
"OTU8877","S009090",6.69e-05
"OTU150","S009095",0.932046643
"OTU956","S009095",0.000618601
"OTU2648","S009095",0.027929851
"OTU776","S009095",0.001329993
"OTU55764","S009095",0.009557391
"OTU35295","S009095",3.09e-05
"OTU8497","S009095",0.000587671
"OTU16072","S009095",6.19e-05
"OTU2259","S009095",0.006959265
"OTU13202","S009095",0.003340447
"OTU52764","S009095",0.000309301
"OTU4375","S009095",0.002134175
"OTU8807","S009095",3.09e-05
"OTU1439","S009095",0.002783706
"OTU47832","S009095",0.002134175
"OTU30010","S009095",3.09e-05
"OTU2677","S009095",0.001546503
"OTU5539","S009095",0.001175343
"OTU3346","S009095",0.00018558
"OTU14526","S009095",0.001732084
"OTU53175","S009095",0.000494881
"OTU47141","S009095",3.09e-05
"OTU20411","S009095",0.001732084
"OTU53045","S009095",0.000278371
"OTU1790","S009095",0.000278371
"OTU97283","S009095",3.09e-05
"OTU23860","S009095",3.09e-05
"OTU91370","S009095",0.00015465
"OTU1123","S009095",3.09e-05
"OTU419","S009095",3.09e-05
"OTU5609","S009095",3.09e-05
"OTU3650","S009095",0.000587671
"OTU17328","S009095",0.000433021
"OTU38397","S009095",9.28e-05
"OTU14378","S009095",9.28e-05
"OTU613","S009095",3.09e-05
"OTU82364","S009095",9.28e-05
"OTU69608","S009095",0.00012372
"OTU20438","S009095",3.09e-05
"OTU479","S009095",9.28e-05
"OTU52676","S009095",6.19e-05
"OTU3606","S009095",3.09e-05
"OTU17354","S009095",3.09e-05
"OTU1974","S009095",9.28e-05
"OTU1213","S009095",3.09e-05
"OTU24667","S009095",3.09e-05
"OTU73085","S009095",6.19e-05
"OTU69806","S009095",6.19e-05
"OTU11669","S009095",3.09e-05
"OTU1519","S009095",3.09e-05
"OTU57633","S009095",3.09e-05
"OTU26736","S009095",3.09e-05
"OTU40384","S009095",3.09e-05
"OTU14356","S009095",9.28e-05
"OTU71762","S009095",3.09e-05
"OTU42604","S009095",3.09e-05
"OTU43818","S009095",3.09e-05
"OTU73466","S009095",3.09e-05
"OTU150","S009096",0.00164535
"OTU956","S009096",0.749968956
"OTU1199","S009096",0.201757109
"OTU181","S009096",0.000124177
"OTU776","S009096",6.21e-05
"OTU252","S009096",0.001086552
"OTU55764","S009096",0.000465665
"OTU35295","S009096",3.1e-05
"OTU26338","S009096",0.015460077
"OTU16072","S009096",0.009468521
"OTU2259","S009096",6.21e-05
"OTU14879","S009096",3.1e-05
"OTU61757","S009096",9.31e-05
"OTU8807","S009096",3.1e-05
"OTU30010","S009096",0.004035763
"OTU1752","S009096",0.004315162
"OTU5518","S009096",6.21e-05
"OTU84913","S009096",0.002017882
"OTU9489","S009096",0.000776108
"OTU47141","S009096",3.1e-05
"OTU2700","S009096",0.00093133
"OTU1023","S009096",0.000993419
"OTU5185","S009096",3.1e-05
"OTU41409","S009096",0.000248355
"OTU4227","S009096",0.00071402
"OTU36484","S009096",0.000620887
"OTU60088","S009096",0.000310443
"OTU105827","S009096",0.000496709
"OTU23860","S009096",0.000403576
"OTU26541","S009096",0.000465665
"OTU50986","S009096",0.000155222
"OTU22483","S009096",0.000310443
"OTU20785","S009096",0.000155222
"OTU1664","S009096",6.21e-05
"OTU102408","S009096",0.000186266
"OTU23813","S009096",0.000372532
"OTU37464","S009096",3.1e-05
"OTU549","S009096",3.1e-05
"OTU60086","S009096",0.000186266
"OTU42858","S009096",0.000186266
"OTU85568","S009096",3.1e-05
"OTU30087","S009096",0.000372532
"OTU58978","S009096",0.000186266
"OTU93076","S009096",0.00021731
"OTU47187","S009096",9.31e-05
"OTU27244","S009096",3.1e-05
"OTU3076","S009096",3.1e-05
"OTU61153","S009096",3.1e-05
"OTU3203","S009096",3.1e-05
"OTU30009","S009096",3.1e-05
"OTU62733","S009096",3.1e-05
"OTU102257","S009096",3.1e-05
"OTU45932","S009096",6.21e-05
"OTU36577","S009096",6.21e-05
"OTU3632","S009096",6.21e-05
"OTU102761","S009096",3.1e-05
"OTU49872","S009096",9.31e-05
"OTU21935","S009096",3.1e-05
"OTU29392","S009096",3.1e-05
"OTU27638","S009096",3.1e-05
"OTU49869","S009096",3.1e-05
"OTU57526","S009096",3.1e-05
"OTU150","S009097",0.636531979
"OTU956","S009097",0.01096814
"OTU1199","S009097",0.003703528
"OTU181","S009097",9.5e-05
"OTU776","S009097",0.001851764
"OTU252","S009097",0.111960496
"OTU55764","S009097",0.010825697
"OTU26338","S009097",0.000237406
"OTU8497","S009097",0.002184132
"OTU16072","S009097",0.000379849
"OTU2259","S009097",0.007027207
"OTU79705","S009097",0.001756802
"OTU24731","S009097",0.089074593
"OTU13202","S009097",0.004083377
"OTU52764","S009097",0.049617777
"OTU4375","S009097",0.000712217
"OTU8807","S009097",0.007786905
"OTU1439","S009097",0.001376953
"OTU47832","S009097",0.0025165
"OTU30010","S009097",4.75e-05
"OTU2677","S009097",0.001804283
"OTU1752","S009097",4.75e-05
"OTU5539","S009097",0.001139547
"OTU5518","S009097",0.000379849
"OTU3346","S009097",0.000332368
"OTU4186","S009097",4.75e-05
"OTU14526","S009097",0.001044585
"OTU53175","S009097",0.001376953
"OTU84913","S009097",0.000142443
"OTU9489","S009097",4.75e-05
"OTU22980","S009097",0.02065429
"OTU13209","S009097",9.5e-05
"OTU2700","S009097",4.75e-05
"OTU53045","S009097",0.00042733
"OTU1790","S009097",0.000522292
"OTU27118","S009097",0.007549499
"OTU97283","S009097",0.001376953
"OTU72144","S009097",0.008309197
"OTU23860","S009097",4.75e-05
"OTU91370","S009097",0.000332368
"OTU1123","S009097",0.000379849
"OTU22483","S009097",4.75e-05
"OTU17328","S009097",0.000189925
"OTU1664","S009097",0.001139547
"OTU38397","S009097",9.5e-05
"OTU14378","S009097",0.000189925
"OTU15064","S009097",4.75e-05
"OTU82364","S009097",4.75e-05
"OTU549","S009097",0.000712217
"OTU1960","S009097",0.000142443
"OTU1595","S009097",0.000759698
"OTU20438","S009097",0.000142443
"OTU85568","S009097",0.000142443
"OTU169","S009097",0.000712217
"OTU4372","S009097",0.000522292
"OTU8560","S009097",9.5e-05
"OTU43759","S009097",0.000949623
"OTU53711","S009097",0.000332368
"OTU62733","S009097",0.000284887
"OTU86831","S009097",0.000284887
"OTU61101","S009097",0.000284887
"OTU44875","S009097",4.75e-05
"OTU69354","S009097",0.000237406
"OTU91071","S009097",0.000237406
"OTU69806","S009097",4.75e-05
"OTU37475","S009097",0.000189925
"OTU54842","S009097",4.75e-05
"OTU65588","S009097",9.5e-05
"OTU54606","S009097",0.00042733
"OTU1519","S009097",4.75e-05
"OTU96502","S009097",0.000189925
"OTU75968","S009097",0.000379849
"OTU40384","S009097",4.75e-05
"OTU3481","S009097",4.75e-05
"OTU51076","S009097",0.000189925
"OTU62880","S009097",0.000284887
"OTU45773","S009097",0.000189925
"OTU81025","S009097",4.75e-05
"OTU30744","S009097",4.75e-05
"OTU80098","S009097",4.75e-05
"OTU35001","S009097",4.75e-05
"OTU3168","S009097",9.5e-05
"OTU19616","S009097",9.5e-05
"OTU27482","S009097",9.5e-05
"OTU97276","S009097",4.75e-05
"OTU17874","S009097",4.75e-05
"OTU704","S009097",9.5e-05
"OTU87996","S009097",9.5e-05
"OTU30970","S009097",9.5e-05
"OTU4323","S009097",4.75e-05
"OTU97777","S009097",4.75e-05
"OTU18080","S009097",4.75e-05
"OTU83222","S009097",4.75e-05
"OTU2136","S009097",4.75e-05
"OTU90451","S009097",4.75e-05
"OTU46628","S009097",4.75e-05
"OTU84477","S009097",4.75e-05
"OTU35786","S009097",4.75e-05
"OTU64178","S009097",4.75e-05
